image_id	image_sha256	category_id	category	size_bin	object_threshold_events	B2_CPU_recall	B2_EP_recall	A1_CPU_recall	A1_EP_recall	a1_provider_interaction	a1_cpu_matched_a1_ep_missed	b2_ep_matched_a1_ep_missed	b2_cpu_matched_a1_cpu_missed	a1_ep_recovered_vs_b2_ep	a1_ep_lost_vs_b2_ep	a1_cpu_recovered_vs_b2_cpu	a1_cpu_lost_vs_b2_cpu
4092	ca94fb682d40d6f3b6e219ad236ee6add09ff9150e86e6277c1f1c4516713a50	75	remote	medium	20	0.85	0.85	0.9	0.85	-0.050000000000000044	1	0	0	0	0	1	0
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	1	person	large	10	0.7	0.8	0.7	0.7	-0.10000000000000009	0	1	0	0	1	0	0
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	1	person	medium	10	0.9	1.0	0.9	1.0	0.0	0	0	0	0	0	0	0
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	44	bottle	medium	10	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	44	bottle	small	20	0.75	0.85	0.85	0.85	-0.09999999999999998	0	0	0	0	0	2	0
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	47	cup	medium	10	1.0	1.0	0.9	1.0	0.09999999999999998	0	0	1	0	0	0	1
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	51	bowl	medium	10	0.8	0.9	0.8	0.9	0.0	0	0	0	0	0	0	0
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	51	bowl	small	10	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	55	orange	small	40	0.5	0.45	0.5	0.45	0.0	2	0	0	0	0	0	0
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	67	dining table	large	10	0.8	0.7	0.8	0.7	0.0	1	0	0	0	0	0	0
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	73	laptop	medium	10	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	77	cell phone	small	10	0.6	0.6	0.6	0.6	0.0	0	0	0	0	0	0	0
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	79	oven	large	10	0.8	0.8	0.8	0.8	0.0	0	0	0	0	0	0	0
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	81	sink	medium	10	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	82	refrigerator	large	10	0.9	0.9	0.9	0.8	-0.09999999999999998	1	1	0	0	1	0	0
6522	fb2d847fc60321644a14af7f24884542e8332b6c0f3f28042ae95d5c2a0ade01	1	person	small	10	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
6522	fb2d847fc60321644a14af7f24884542e8332b6c0f3f28042ae95d5c2a0ade01	3	car	medium	20	0.7	0.6	0.7	0.65	0.050000000000000044	1	0	0	1	0	0	0
6522	fb2d847fc60321644a14af7f24884542e8332b6c0f3f28042ae95d5c2a0ade01	3	car	small	50	0.48	0.5	0.48	0.44	-0.06000000000000005	3	4	0	1	4	0	0
6522	fb2d847fc60321644a14af7f24884542e8332b6c0f3f28042ae95d5c2a0ade01	13	stop sign	small	10	0.8	0.7	0.8	0.7	0.0	1	0	0	0	0	0	0
7116	3045632a5f499ce61c6016599c56dbebd71be199c1e321c9008d667db34f24cf	1	person	small	20	0.45	0.45	0.45	0.45	0.0	0	0	0	0	0	0	0
7116	3045632a5f499ce61c6016599c56dbebd71be199c1e321c9008d667db34f24cf	9	boat	medium	30	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8666666666666667	0.033333333333333326	0	0	0	1	0	0	0
7116	3045632a5f499ce61c6016599c56dbebd71be199c1e321c9008d667db34f24cf	9	boat	small	10	0.9	1.0	0.9	1.0	0.0	0	0	0	0	0	0	0
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	1	person	medium	10	0.9	0.9	0.8	0.9	0.09999999999999998	0	0	1	0	0	0	1
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	1	person	small	120	0.48333333333333334	0.5	0.475	0.5333333333333333	0.041666666666666685	0	0	2	4	0	1	2
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	2	bicycle	medium	30	0.7666666666666667	0.7333333333333333	0.8	0.7666666666666667	1.1102230246251565e-16	1	0	0	1	0	1	0
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	2	bicycle	small	100	0.44	0.45	0.44	0.45	0.0	2	0	1	0	0	1	1
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	3	car	medium	10	0.4	0.5	0.5	0.5	-0.09999999999999998	0	0	0	0	0	1	0
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	3	car	small	10	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	27	backpack	small	30	0.4	0.36666666666666664	0.4	0.36666666666666664	0.0	1	0	0	0	0	0	0
9069	d5c2aad6539885196b5fe6781aaa9be6590de7683cf923b80440320d8a53418a	73	laptop	medium	10	1.0	0.0	1.0	0.0	0.0	10	0	0	0	0	0	0
9069	d5c2aad6539885196b5fe6781aaa9be6590de7683cf923b80440320d8a53418a	74	mouse	large	10	1.0	1.0	1.0	1.0	0.0	0	0	0	0	0	0	0
9069	d5c2aad6539885196b5fe6781aaa9be6590de7683cf923b80440320d8a53418a	75	remote	medium	10	0.9	0.9	0.9	0.9	0.0	0	0	0	0	0	0	0
9069	d5c2aad6539885196b5fe6781aaa9be6590de7683cf923b80440320d8a53418a	76	keyboard	large	10	1.0	1.0	1.0	1.0	0.0	0	0	0	0	0	0	0
9941	25e6b83b975b4dfc1fcd71d69049de4be4e4198bd3b2f80a2f1b4ec3c0282812	1	person	large	10	1.0	1.0	1.0	1.0	0.0	0	0	0	0	0	0	0
9941	25e6b83b975b4dfc1fcd71d69049de4be4e4198bd3b2f80a2f1b4ec3c0282812	1	person	small	30	0.5666666666666667	0.6666666666666666	0.5333333333333333	0.6333333333333333	0.0	0	1	1	0	1	0	1
9941	25e6b83b975b4dfc1fcd71d69049de4be4e4198bd3b2f80a2f1b4ec3c0282812	3	car	large	10	1.0	1.0	1.0	1.0	0.0	0	0	0	0	0	0	0
9941	25e6b83b975b4dfc1fcd71d69049de4be4e4198bd3b2f80a2f1b4ec3c0282812	27	backpack	medium	10	0.9	0.9	0.9	0.9	0.0	0	0	0	0	0	0	0
9941	25e6b83b975b4dfc1fcd71d69049de4be4e4198bd3b2f80a2f1b4ec3c0282812	41	skateboard	medium	10	1.0	0.9	0.9	0.9	0.09999999999999998	0	0	1	0	0	0	1
10145	fee8892ce1ad5d9ec7b50f9c9ced6b79d53df9236e5e8cd3b233b3786c4eaf13	62	chair	large	10	0.8	0.8	0.8	0.8	0.0	0	0	0	0	0	0	0
10145	fee8892ce1ad5d9ec7b50f9c9ced6b79d53df9236e5e8cd3b233b3786c4eaf13	62	chair	medium	10	0.9	1.0	0.9	0.9	-0.09999999999999998	0	1	0	0	1	0	0
10145	fee8892ce1ad5d9ec7b50f9c9ced6b79d53df9236e5e8cd3b233b3786c4eaf13	63	couch	large	10	1.0	1.0	1.0	0.9	-0.10000000000000009	1	1	0	0	1	0	0
10145	fee8892ce1ad5d9ec7b50f9c9ced6b79d53df9236e5e8cd3b233b3786c4eaf13	64	potted plant	medium	10	0.6	0.6	0.6	0.6	0.0	0	0	0	0	0	0	0
10145	fee8892ce1ad5d9ec7b50f9c9ced6b79d53df9236e5e8cd3b233b3786c4eaf13	72	tv	medium	10	1.0	1.0	1.0	0.9	-0.10000000000000009	1	1	0	0	1	0	0
10145	fee8892ce1ad5d9ec7b50f9c9ced6b79d53df9236e5e8cd3b233b3786c4eaf13	75	remote	small	10	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
10145	fee8892ce1ad5d9ec7b50f9c9ced6b79d53df9236e5e8cd3b233b3786c4eaf13	76	keyboard	small	10	0.7	0.6	0.7	0.7	0.09999999999999998	0	0	0	1	0	0	0
10870	a325cce0e30dd95de74f0cc921ea0c7f4e87024d4e0e80c4a1f61359381e69fc	1	person	medium	20	0.4	0.4	0.4	0.4	0.0	0	0	0	0	0	0	0
10870	a325cce0e30dd95de74f0cc921ea0c7f4e87024d4e0e80c4a1f61359381e69fc	1	person	small	10	0.5	0.7	0.5	0.5	-0.19999999999999996	0	2	0	0	2	0	0
10870	a325cce0e30dd95de74f0cc921ea0c7f4e87024d4e0e80c4a1f61359381e69fc	44	bottle	medium	10	0.9	0.9	0.9	0.9	0.0	0	0	0	0	0	0	0
10870	a325cce0e30dd95de74f0cc921ea0c7f4e87024d4e0e80c4a1f61359381e69fc	47	cup	medium	10	1.0	1.0	1.0	1.0	0.0	0	0	0	0	0	0	0
10870	a325cce0e30dd95de74f0cc921ea0c7f4e87024d4e0e80c4a1f61359381e69fc	62	chair	medium	40	0.625	0.65	0.65	0.65	-0.025000000000000022	1	0	0	0	0	1	0
10870	a325cce0e30dd95de74f0cc921ea0c7f4e87024d4e0e80c4a1f61359381e69fc	62	chair	small	50	0.22	0.22	0.22	0.22	0.0	0	0	0	0	0	0	0
10870	a325cce0e30dd95de74f0cc921ea0c7f4e87024d4e0e80c4a1f61359381e69fc	67	dining table	large	20	0.65	0.65	0.65	0.65	0.0	0	0	0	0	0	0	0
10870	a325cce0e30dd95de74f0cc921ea0c7f4e87024d4e0e80c4a1f61359381e69fc	67	dining table	medium	10	0.3	0.2	0.3	0.2	0.0	1	0	0	0	0	0	0
10870	a325cce0e30dd95de74f0cc921ea0c7f4e87024d4e0e80c4a1f61359381e69fc	73	laptop	large	20	0.95	0.95	0.9	0.95	0.04999999999999993	0	0	1	0	0	0	1
10870	a325cce0e30dd95de74f0cc921ea0c7f4e87024d4e0e80c4a1f61359381e69fc	74	mouse	medium	10	0.7	0.8	0.7	0.8	0.0	0	0	0	0	0	0	0
10870	a325cce0e30dd95de74f0cc921ea0c7f4e87024d4e0e80c4a1f61359381e69fc	76	keyboard	large	10	0.9	0.8	0.9	0.8	0.0	1	0	0	0	0	0	0
10870	a325cce0e30dd95de74f0cc921ea0c7f4e87024d4e0e80c4a1f61359381e69fc	86	vase	small	20	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
10909	f8f41bb11b63bb6ba453a1ff3e5a66d99caf397de41b334233a14504876753a4	47	cup	medium	10	0.8	0.8	0.8	0.8	0.0	0	0	0	0	0	0	0
10909	f8f41bb11b63bb6ba453a1ff3e5a66d99caf397de41b334233a14504876753a4	48	fork	small	10	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
10909	f8f41bb11b63bb6ba453a1ff3e5a66d99caf397de41b334233a14504876753a4	49	knife	small	10	0.1	0.1	0.1	0.1	0.0	0	0	0	0	0	0	0
10909	f8f41bb11b63bb6ba453a1ff3e5a66d99caf397de41b334233a14504876753a4	50	spoon	small	30	0.5333333333333333	0.5666666666666667	0.5333333333333333	0.5666666666666667	0.0	0	0	0	0	0	0	0
10909	f8f41bb11b63bb6ba453a1ff3e5a66d99caf397de41b334233a14504876753a4	78	microwave	large	10	0.9	0.9	0.9	0.9	0.0	0	0	0	0	0	0	0
10909	f8f41bb11b63bb6ba453a1ff3e5a66d99caf397de41b334233a14504876753a4	79	oven	large	10	0.9	0.9	0.9	0.9	0.0	0	0	0	0	0	0	0
10909	f8f41bb11b63bb6ba453a1ff3e5a66d99caf397de41b334233a14504876753a4	81	sink	small	10	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
12959	2a3868f1b86bcb9cf00fa6eeb1c59e3f01e35158ad74341c95ab3d29fd3fde6a	16	bird	medium	10	0.9	0.9	0.9	0.9	0.0	0	0	0	0	0	0	0
12959	2a3868f1b86bcb9cf00fa6eeb1c59e3f01e35158ad74341c95ab3d29fd3fde6a	85	clock	medium	10	0.9	1.0	0.9	1.0	0.0	0	0	0	0	0	0	0
13770	d3cdaf8f93ff5769b49b4dfe93dcd8e54d1a71c9f83a1a4e9a5a86d87af9dfb8	17	cat	large	10	1.0	1.0	1.0	0.9	-0.10000000000000009	1	1	0	0	1	0	0
13770	d3cdaf8f93ff5769b49b4dfe93dcd8e54d1a71c9f83a1a4e9a5a86d87af9dfb8	84	book	large	20	1.0	1.0	1.0	1.0	0.0	0	0	0	0	0	0	0
13770	d3cdaf8f93ff5769b49b4dfe93dcd8e54d1a71c9f83a1a4e9a5a86d87af9dfb8	84	book	medium	90	0.7111111111111111	0.7222222222222222	0.7111111111111111	0.7333333333333333	0.011111111111111072	2	0	0	1	0	0	0
14283	15cc21330f1bcc669203758a5db8fe98c7122ed4a25754c6fe0f5c31f35a0647	1	person	large	20	0.95	0.95	0.95	1.0	0.050000000000000044	0	0	0	1	0	0	0
14283	15cc21330f1bcc669203758a5db8fe98c7122ed4a25754c6fe0f5c31f35a0647	39	baseball bat	small	10	0.9	0.8	0.9	0.9	0.09999999999999998	0	0	0	1	0	0	0
14592	e6d3988ddf6b41c26407165ac49e7a346bb6fc9855d767a102bd1e98c01f2fef	44	bottle	large	10	0.8	0.8	0.8	0.8	0.0	0	0	0	0	0	0	0
14592	e6d3988ddf6b41c26407165ac49e7a346bb6fc9855d767a102bd1e98c01f2fef	52	banana	medium	10	0.8	1.0	0.8	1.0	0.0	0	0	0	0	0	0	0
14773	8466029704fef28642df9ea4275c1b874f7a6dd9f98eab48c5af638cb720f2fb	1	person	medium	10	0.7	0.7	0.7	0.7	0.0	0	0	0	0	0	0	0
14773	8466029704fef28642df9ea4275c1b874f7a6dd9f98eab48c5af638cb720f2fb	44	bottle	medium	10	0.7	0.7	0.7	0.7	0.0	0	0	0	0	0	0	0
14773	8466029704fef28642df9ea4275c1b874f7a6dd9f98eab48c5af638cb720f2fb	47	cup	large	10	1.0	1.0	1.0	1.0	0.0	0	0	0	0	0	0	0
14773	8466029704fef28642df9ea4275c1b874f7a6dd9f98eab48c5af638cb720f2fb	47	cup	medium	10	0.9	0.9	0.9	0.9	0.0	0	0	0	0	0	0	0
14773	8466029704fef28642df9ea4275c1b874f7a6dd9f98eab48c5af638cb720f2fb	48	fork	small	10	0.7	0.4	0.7	0.4	0.0	3	0	0	0	0	0	0
14773	8466029704fef28642df9ea4275c1b874f7a6dd9f98eab48c5af638cb720f2fb	50	spoon	medium	10	0.7	0.8	0.7	0.8	0.0	0	0	0	0	0	0	0
14773	8466029704fef28642df9ea4275c1b874f7a6dd9f98eab48c5af638cb720f2fb	58	hot dog	medium	10	0.9	0.9	0.9	0.9	0.0	0	0	0	0	0	0	0
14773	8466029704fef28642df9ea4275c1b874f7a6dd9f98eab48c5af638cb720f2fb	67	dining table	large	10	0.8	0.8	0.8	0.8	0.0	0	0	0	0	0	0	0
14824	05bd56f6211cc90a3de9362166d6c55b6b1bfcb6669a691fe396a8b12f522ae3	1	person	large	40	0.85	0.875	0.875	0.875	-0.025000000000000022	0	0	0	0	0	1	0
14824	05bd56f6211cc90a3de9362166d6c55b6b1bfcb6669a691fe396a8b12f522ae3	1	person	medium	20	0.65	0.7	0.65	0.7	0.0	0	0	0	0	0	0	0
14824	05bd56f6211cc90a3de9362166d6c55b6b1bfcb6669a691fe396a8b12f522ae3	13	stop sign	large	10	1.0	1.0	1.0	1.0	0.0	0	0	0	0	0	0	0
17613	6195d0abd5b216df5a20f6780663bd0545c69cd3cf1bae8a534b4a7a2d8e786d	13	stop sign	large	10	1.0	1.0	0.9	1.0	0.09999999999999998	0	0	1	0	0	0	1
18295	2f4da70b32ad544b677deb7b7bf22b3278c7350f036c64a1fea1eb7868728bf1	7	train	large	10	0.8	0.8	0.8	0.8	0.0	0	0	0	0	0	0	0
18295	2f4da70b32ad544b677deb7b7bf22b3278c7350f036c64a1fea1eb7868728bf1	10	traffic light	small	20	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
18654	7511bbb3b6b96cbe8e19b7ec29a26a6538a7d955becf4094011325a6a33dcf3f	1	person	large	30	0.6	0.6	0.6	0.6	0.0	1	0	0	0	0	0	0
18654	7511bbb3b6b96cbe8e19b7ec29a26a6538a7d955becf4094011325a6a33dcf3f	1	person	medium	60	0.8333333333333334	0.9166666666666666	0.9	0.9166666666666666	-0.06666666666666665	0	0	0	0	0	4	0
18654	7511bbb3b6b96cbe8e19b7ec29a26a6538a7d955becf4094011325a6a33dcf3f	1	person	small	10	0.8	0.7	0.8	0.7	0.0	1	0	0	0	0	0	0
18654	7511bbb3b6b96cbe8e19b7ec29a26a6538a7d955becf4094011325a6a33dcf3f	19	horse	large	10	0.7	0.8	0.8	0.7	-0.20000000000000018	1	1	0	0	1	1	0
20147	0e8d85379819b6f949baa724ce7c93494244aca87779fb27886b539b80be772f	24	zebra	large	20	0.95	0.9	0.95	0.9	0.0	1	0	0	0	0	0	0
21595	9401b45b1d617554d73fd971e3f15b316b0ee4f18ff7b27efb070fe8c14f20ff	44	bottle	medium	20	0.75	0.85	0.8	0.75	-0.15000000000000002	1	2	0	0	2	1	0
21595	9401b45b1d617554d73fd971e3f15b316b0ee4f18ff7b27efb070fe8c14f20ff	46	wine glass	large	10	0.9	0.9	0.9	0.9	0.0	0	0	0	0	0	0	0
21595	9401b45b1d617554d73fd971e3f15b316b0ee4f18ff7b27efb070fe8c14f20ff	46	wine glass	medium	10	0.6	0.9	0.7	0.9	-0.09999999999999998	0	0	0	0	0	1	0
21595	9401b45b1d617554d73fd971e3f15b316b0ee4f18ff7b27efb070fe8c14f20ff	47	cup	large	10	0.9	0.9	0.9	0.9	0.0	0	0	0	0	0	0	0
21595	9401b45b1d617554d73fd971e3f15b316b0ee4f18ff7b27efb070fe8c14f20ff	48	fork	medium	10	0.9	0.9	0.9	0.9	0.0	0	0	0	0	0	0	0
21595	9401b45b1d617554d73fd971e3f15b316b0ee4f18ff7b27efb070fe8c14f20ff	48	fork	small	10	0.5	0.8	0.5	0.8	0.0	0	0	0	0	0	0	0
21595	9401b45b1d617554d73fd971e3f15b316b0ee4f18ff7b27efb070fe8c14f20ff	49	knife	medium	10	0.9	0.9	0.9	0.9	0.0	0	0	0	0	0	0	0
21595	9401b45b1d617554d73fd971e3f15b316b0ee4f18ff7b27efb070fe8c14f20ff	49	knife	small	10	0.5	0.5	0.5	0.5	0.0	0	0	0	0	0	0	0
21595	9401b45b1d617554d73fd971e3f15b316b0ee4f18ff7b27efb070fe8c14f20ff	59	pizza	large	10	1.0	1.0	1.0	1.0	0.0	0	0	0	0	0	0	0
21595	9401b45b1d617554d73fd971e3f15b316b0ee4f18ff7b27efb070fe8c14f20ff	67	dining table	large	10	1.0	0.9	0.9	0.9	0.09999999999999998	0	0	1	0	0	0	1
22621	fecd4e5b8ccacba4473a3d8d097c862a3b72bf9202efbf969b275cd4b74a31c7	44	bottle	small	20	0.8	0.85	0.8	0.85	0.0	0	0	0	0	0	0	0
22621	fecd4e5b8ccacba4473a3d8d097c862a3b72bf9202efbf969b275cd4b74a31c7	64	potted plant	medium	40	0.725	0.725	0.75	0.725	-0.025000000000000022	1	0	0	0	0	1	0
22621	fecd4e5b8ccacba4473a3d8d097c862a3b72bf9202efbf969b275cd4b74a31c7	79	oven	large	20	0.9	0.95	0.9	0.95	0.0	0	0	0	0	0	0	0
22621	fecd4e5b8ccacba4473a3d8d097c862a3b72bf9202efbf969b275cd4b74a31c7	81	sink	medium	10	0.3	0.3	0.3	0.2	-0.09999999999999998	1	1	0	0	1	0	0
22621	fecd4e5b8ccacba4473a3d8d097c862a3b72bf9202efbf969b275cd4b74a31c7	85	clock	small	10	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
22811	5d8c5dbf301715c11c224208cf3a1570a4d2ea88aee861c96d458df9c53ba570	1	person	medium	10	0.9	1.0	1.0	1.0	-0.09999999999999998	0	0	0	0	0	1	0
22811	5d8c5dbf301715c11c224208cf3a1570a4d2ea88aee861c96d458df9c53ba570	37	sports ball	small	20	0.55	0.55	0.55	0.6	0.04999999999999993	0	0	0	1	0	0	0
22811	5d8c5dbf301715c11c224208cf3a1570a4d2ea88aee861c96d458df9c53ba570	43	tennis racket	small	10	0.7	0.7	0.8	0.7	-0.10000000000000009	1	0	0	0	0	1	0
23066	6f9389dc9629e6e95dc815ae7f278f06bc9aa61b91a634852335ea7db671f87d	1	person	large	10	0.7	0.7	0.7	0.7	0.0	0	0	0	0	0	0	0
23066	6f9389dc9629e6e95dc815ae7f278f06bc9aa61b91a634852335ea7db671f87d	3	car	large	10	1.0	1.0	1.0	1.0	0.0	0	0	0	0	0	0	0
23066	6f9389dc9629e6e95dc815ae7f278f06bc9aa61b91a634852335ea7db671f87d	3	car	medium	30	0.8666666666666667	0.9	0.8666666666666667	0.8666666666666667	-0.033333333333333326	0	1	0	0	1	0	0
23066	6f9389dc9629e6e95dc815ae7f278f06bc9aa61b91a634852335ea7db671f87d	3	car	small	30	0.43333333333333335	0.5	0.43333333333333335	0.5	0.0	0	0	0	0	0	0	0
23066	6f9389dc9629e6e95dc815ae7f278f06bc9aa61b91a634852335ea7db671f87d	8	truck	large	10	1.0	1.0	1.0	1.0	0.0	0	0	0	0	0	0	0
24207	48ccb6d8644ada993abc68da2a1c18636a5065b73f74d0ce65a3827873ce63dd	20	sheep	large	20	0.95	1.0	0.95	0.95	-0.050000000000000044	0	1	0	0	1	0	0
24207	48ccb6d8644ada993abc68da2a1c18636a5065b73f74d0ce65a3827873ce63dd	20	sheep	medium	30	0.5	0.5	0.5	0.5333333333333333	0.033333333333333326	0	0	0	1	0	0	0
24207	48ccb6d8644ada993abc68da2a1c18636a5065b73f74d0ce65a3827873ce63dd	20	sheep	small	70	0.6714285714285714	0.6571428571428571	0.6857142857142857	0.6428571428571429	-0.02857142857142858	3	1	0	0	1	1	0
27207	220769017b73655ba9b532605843b625e2817fade0bc16e1fe71108497560d92	1	person	large	10	1.0	1.0	1.0	1.0	0.0	0	0	0	0	0	0	0
27207	220769017b73655ba9b532605843b625e2817fade0bc16e1fe71108497560d92	34	frisbee	medium	10	0.9	0.9	0.9	0.9	0.0	0	0	0	0	0	0	0
28914	926300a8e2b479394710fa0d87c3f975c0c196107eb05ca62f80371f2e8b134a	81	sink	large	10	1.0	1.0	1.0	1.0	0.0	0	0	0	0	0	0	0
28914	926300a8e2b479394710fa0d87c3f975c0c196107eb05ca62f80371f2e8b134a	81	sink	medium	10	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
29140	4be916013593e591a6d45ceb83d7cfea6e86d08c957fdcddb117f77bf1a2ab94	1	person	large	10	0.9	0.9	0.9	0.9	0.0	0	0	0	0	0	0	0
29140	4be916013593e591a6d45ceb83d7cfea6e86d08c957fdcddb117f77bf1a2ab94	63	couch	large	10	0.8	0.8	0.8	0.8	0.0	0	0	0	0	0	0	0
29140	4be916013593e591a6d45ceb83d7cfea6e86d08c957fdcddb117f77bf1a2ab94	65	bed	large	10	0.9	1.0	0.9	1.0	0.0	0	0	0	0	0	0	0
29140	4be916013593e591a6d45ceb83d7cfea6e86d08c957fdcddb117f77bf1a2ab94	73	laptop	medium	10	1.0	1.0	1.0	1.0	0.0	0	0	0	0	0	0	0
31041	c4314b54decd31d8c4b09998d98e87854db80a4b2711d84037ff109e8621e58e	1	person	large	10	0.7	0.7	0.8	0.8	0.0	0	0	0	1	0	1	0
31041	c4314b54decd31d8c4b09998d98e87854db80a4b2711d84037ff109e8621e58e	1	person	medium	10	0.5	0.5	0.5	0.5	0.0	0	0	0	0	0	0	0
31041	c4314b54decd31d8c4b09998d98e87854db80a4b2711d84037ff109e8621e58e	32	tie	medium	10	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
31041	c4314b54decd31d8c4b09998d98e87854db80a4b2711d84037ff109e8621e58e	49	knife	small	10	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
31041	c4314b54decd31d8c4b09998d98e87854db80a4b2711d84037ff109e8621e58e	61	cake	large	10	0.7	0.7	0.7	0.7	0.0	0	0	0	0	0	0	0
31041	c4314b54decd31d8c4b09998d98e87854db80a4b2711d84037ff109e8621e58e	62	chair	medium	20	0.85	0.95	0.85	0.9	-0.04999999999999993	0	1	0	0	1	0	0
31041	c4314b54decd31d8c4b09998d98e87854db80a4b2711d84037ff109e8621e58e	64	potted plant	large	10	0.5	0.6	0.6	0.6	-0.09999999999999998	0	0	0	0	0	1	0
31041	c4314b54decd31d8c4b09998d98e87854db80a4b2711d84037ff109e8621e58e	67	dining table	large	20	0.85	0.95	0.85	0.85	-0.09999999999999998	0	2	0	0	2	0	0
