image_id	image_sha256	category_id	category	gt_id	gt_bbox	gt_area	size_bin	pyramid_proxy	iou_threshold	a1_cpu_matched_a1_ep_missed	b2_ep_matched_a1_ep_missed	b2_cpu_matched_a1_cpu_missed	a1_ep_recovered_vs_b2_ep	a1_ep_lost_vs_b2_ep	a1_cpu_recovered_vs_b2_cpu	a1_cpu_lost_vs_b2_cpu	any_surface_disagreement	B2_CPU_matched	B2_CPU_detection_id	B2_CPU_score	B2_CPU_rank	B2_CPU_iou	B2_EP_matched	B2_EP_detection_id	B2_EP_score	B2_EP_rank	B2_EP_iou	A1_CPU_matched	A1_CPU_detection_id	A1_CPU_score	A1_CPU_rank	A1_CPU_iou	A1_EP_matched	A1_EP_detection_id	A1_EP_score	A1_EP_rank	A1_EP_iou
95295	30e9756fd67cb2d90f29621ad1cc47ddf71570119f9530444bbb77857e281e06	1	person	192817	[20.93,156.65,174.94,210.94]	16145.409949999997	large	P5	0.55	1	0	0	0	0	0	0	1	1	11626	0.001002	18	0.6500598458930961	0	0				1	11110	0.0012	16	0.647687355140376	0	0			
95295	30e9756fd67cb2d90f29621ad1cc47ddf71570119f9530444bbb77857e281e06	1	person	192817	[20.93,156.65,174.94,210.94]	16145.409949999997	large	P5	0.6	1	0	0	0	0	0	0	1	1	11626	0.001002	18	0.6500598458930961	0	0				1	11110	0.0012	16	0.647687355140376	0	0			
96705	e36ed9b62bc61423ea73c29ca4888715775309bcc5eb29b865c75ff9497d31c3	1	person	492795	[202.47,34.54,315.69,387.66]	77833.28945	large	P5	0.95	1	1	0	0	1	0	0	1	1	11632	0.5	1	0.9741575492509686	1	11573	0.5	1	0.9560307038749055	1	11143	0.669926	1	0.9668730130339396	0	0			
102735	3f4e1f4ae4e303a92584102803d4274ba1065a14ff5aa2bbcb49c9c547c61ba4	18	dog	12790	[56.62,156.44,120.65,167.17]	12165.42635	large	P5	0.8999999999999999	1	1	0	0	1	1	0	1	0	0				1	13042	0.001002	4	0.9076403482230947	1	12410	0.669926	1	0.9014319574410354	0	0			
110514	0af926feaad5d2cc88633da537d690a36fca794f96fa6084fd006eebb9c90e57	62	chair	1593301	[384.0,77.66,154.25,161.8]	15092.506249999999	large	P5	0.8	1	1	0	0	1	0	0	1	1	13676	0.5	2	0.8116475857441134	1	13601	0.228195	1	0.8025093614146263	1	13087	0.5	1	0.8055758432928769	0	0			
117300	07a654e6c07baf72298c2bb7de29a439c07bdec513957937ba7b759d45aa7055	1	person	1230240	[1.99,152.86,63.9,487.14]	22513.7759	large	P5	0.85	1	0	0	0	0	0	0	1	1	14837	0.007584	22	0.9364342618248817	0	0				1	14205	0.004923	24	0.9398282913646342	0	0			
117300	07a654e6c07baf72298c2bb7de29a439c07bdec513957937ba7b759d45aa7055	1	person	1230240	[1.99,152.86,63.9,487.14]	22513.7759	large	P5	0.8999999999999999	1	0	0	0	0	0	0	1	1	14837	0.007584	22	0.9364342618248817	0	0				1	14205	0.004923	24	0.9398282913646342	0	0			
117300	07a654e6c07baf72298c2bb7de29a439c07bdec513957937ba7b759d45aa7055	1	person	2164819	[24.94,88.1,113.03,500.37]	19877.775	large	P5	0.75	1	1	0	0	1	0	0	1	1	14836	0.007584	21	0.7550188686862576	1	14839	0.001002	60	0.8049192314852106	1	14204	0.004923	23	0.8358355152762216	0	0			
117300	07a654e6c07baf72298c2bb7de29a439c07bdec513957937ba7b759d45aa7055	1	person	2164819	[24.94,88.1,113.03,500.37]	19877.775	large	P5	0.8	1	1	0	0	1	0	0	1	1	14842	0.005065	26	0.8543147893221041	1	14839	0.001002	60	0.8049192314852106	1	14204	0.004923	23	0.8358355152762216	0	0			
124235	7e45dbdbe4710a2b7959b5f5b931c4aa1117cc09c18a901bb0e2eae810c70bbb	86	vase	1154803	[112.11,355.38,183.85,136.77]	12694.819449999997	large	P5	0.75	1	0	0	0	0	0	0	1	1	14957	0.5	1	0.8058413396703076	0	0				1	14302	0.669926	1	0.803811933805034	0	0			
124235	7e45dbdbe4710a2b7959b5f5b931c4aa1117cc09c18a901bb0e2eae810c70bbb	86	vase	1154803	[112.11,355.38,183.85,136.77]	12694.819449999997	large	P5	0.8	1	0	0	0	0	0	0	1	1	14957	0.5	1	0.8058413396703076	0	0				1	14302	0.669926	1	0.803811933805034	0	0			
130741	a52da0fa931990067a06ebbbc7be65fa9a45eaca24b3ed390d06a06361ee6a55	1	person	2153550	[163.72,133.41,98.45,293.59]	16771.744000000002	large	P5	0.95	1	1	0	0	1	1	0	1	0	0				1	15350	0.5	1	0.9569344538643886	1	14784	0.669926	1	0.9742167607509444	0	0			
136922	92e36af24d70fd02002c1638bcd6612dca7fc9a11611ee263a2f708a9b4ae250	22	elephant	581249	[104.36,221.52,205.07,377.64]	49699.1182	large	P5	0.95	1	0	0	0	0	1	0	1	0	0				0	0				1	14888	0.669926	1	0.9506539472566431	0	0			
143445	949f15d166cbea596ef0ffb588b8cea5e6979d038b2b036566ed0d96726efd5b	1	person	1229514	[251.71,194.26,79.92,213.28]	9832.433349999996	large	P5	0.65	1	0	0	0	0	0	0	1	1	16108	0.001238	71	0.7819191050978218	0	0				1	15411	0.001111	73	0.7770238481672227	0	0			
143445	949f15d166cbea596ef0ffb588b8cea5e6979d038b2b036566ed0d96726efd5b	1	person	1229514	[251.71,194.26,79.92,213.28]	9832.433349999996	large	P5	0.7	1	0	0	0	0	0	0	1	1	16108	0.001238	71	0.7819191050978218	0	0				1	15411	0.001111	73	0.7770238481672227	0	0			
143445	949f15d166cbea596ef0ffb588b8cea5e6979d038b2b036566ed0d96726efd5b	1	person	1229514	[251.71,194.26,79.92,213.28]	9832.433349999996	large	P5	0.75	1	0	0	0	0	0	0	1	1	16108	0.001238	71	0.7819191050978218	0	0				1	15411	0.001111	73	0.7770238481672227	0	0			
148771	86a636775cb1c016d4496d9fab71fe26177652020de8e58cfb1d398efdf6e245	70	toilet	1093603	[267.51,355.0,110.74,169.7]	13584.658200000003	large	P5	0.8999999999999999	1	0	0	0	0	0	0	1	1	16437	0.08039	2	0.9354396684409584	0	0				1	15729	0.077452	2	0.9129884422931134	0	0			
148771	86a636775cb1c016d4496d9fab71fe26177652020de8e58cfb1d398efdf6e245	70	toilet	2133529	[256.0,265.97,124.68,93.09]	9280.812849999995	large	P5	0.95	1	0	0	0	0	1	0	1	0	0				0	0				1	15731	0.002596	4	0.9575653933270767	0	0			
157153	9523ea7f9edf773a62a17aa4a9901df6598048dbdce0932c32c2d67a231a108e	7	train	170214	[245.66,299.44,394.34,336.6]	54197.826700000005	large	P5	0.5	1	1	0	0	1	0	0	1	1	17554	0.005065	8	0.8481091536884149	1	17564	0.002254	6	0.8620016757167	1	16825	0.004923	7	0.7732539635551244	0	0			
157153	9523ea7f9edf773a62a17aa4a9901df6598048dbdce0932c32c2d67a231a108e	7	train	170214	[245.66,299.44,394.34,336.6]	54197.826700000005	large	P5	0.55	1	1	0	0	1	0	0	1	1	17554	0.005065	8	0.8481091536884149	1	17564	0.002254	6	0.8620016757167	1	16825	0.004923	7	0.7732539635551244	0	0			
157153	9523ea7f9edf773a62a17aa4a9901df6598048dbdce0932c32c2d67a231a108e	7	train	170214	[245.66,299.44,394.34,336.6]	54197.826700000005	large	P5	0.6	1	1	0	0	1	0	0	1	1	17554	0.005065	8	0.8481091536884149	1	17564	0.002254	6	0.8620016757167	1	16825	0.004923	7	0.7732539635551244	0	0			
157153	9523ea7f9edf773a62a17aa4a9901df6598048dbdce0932c32c2d67a231a108e	7	train	170214	[245.66,299.44,394.34,336.6]	54197.826700000005	large	P5	0.65	1	1	0	0	1	0	0	1	1	17554	0.005065	8	0.8481091536884149	1	17564	0.002254	6	0.8620016757167	1	16825	0.004923	7	0.7732539635551244	0	0			
157153	9523ea7f9edf773a62a17aa4a9901df6598048dbdce0932c32c2d67a231a108e	7	train	170214	[245.66,299.44,394.34,336.6]	54197.826700000005	large	P5	0.7	1	1	0	0	1	0	0	1	1	17554	0.005065	8	0.8481091536884149	1	17564	0.002254	6	0.8620016757167	1	16825	0.004923	7	0.7732539635551244	0	0			
157153	9523ea7f9edf773a62a17aa4a9901df6598048dbdce0932c32c2d67a231a108e	7	train	170214	[245.66,299.44,394.34,336.6]	54197.826700000005	large	P5	0.75	1	1	0	0	1	0	0	1	1	17554	0.005065	8	0.8481091536884149	1	17564	0.002254	6	0.8620016757167	1	16825	0.004923	7	0.7732539635551244	0	0			
157153	9523ea7f9edf773a62a17aa4a9901df6598048dbdce0932c32c2d67a231a108e	7	train	170214	[245.66,299.44,394.34,336.6]	54197.826700000005	large	P5	0.8	1	1	0	0	1	0	0	1	1	17554	0.005065	8	0.8481091536884149	1	17564	0.002254	6	0.8620016757167	1	16865	0.003461	9	0.8500537706175365	0	0			
157153	9523ea7f9edf773a62a17aa4a9901df6598048dbdce0932c32c2d67a231a108e	7	train	170214	[245.66,299.44,394.34,336.6]	54197.826700000005	large	P5	0.85	1	1	0	0	1	1	0	1	0	0				1	17564	0.002254	6	0.8620016757167	1	16865	0.003461	9	0.8500537706175365	0	0			
159808	e9a18822a0dd7737271ea35ffdd5d8ea3d6a39d787543916c022f1807f7d979d	72	tv	1968610	[284.46,120.6,128.77,124.14]	12182.413300000002	large	P5	0.95	1	1	0	0	1	0	0	1	1	17891	0.5	1	0.9660467106313534	1	17775	0.5	1	0.9504727302697775	1	17159	0.669926	1	0.9592155808601477	0	0			
165464	e75590f160781ac611d786c9d96c78ba519fe49f6a413bd1f0c49f4924912a0f	1	person	431134	[2.25,0.0,468.35,494.24]	168658.8409	large	P5	0.95	1	1	0	0	1	0	0	1	1	18422	0.007584	9	0.9781169404446501	1	18298	0.007584	6	0.9508206439954769	1	17655	0.009942	6	0.9793931628986644	0	0			
167115	f2ed9b7994d0df15390a2e3aae4ac210eaeebf57370884ec6203e3066dd957c7	51	bowl	1901236	[34.88,505.64,195.21,134.36]	19743.360850000005	large	P5	0.8999999999999999	1	0	0	0	0	1	0	1	0	0				0	0				1	17932	0.145589	1	0.9026485888808631	0	0			
167267	3a1c8594940285827d35698b3df7caeaa0f716204bbea4266f34e1520be340bf	25	giraffe	1413858	[0.95,62.89,444.01,315.38]	72331.60905	large	P5	0.95	1	1	0	0	1	0	0	1	1	19019	0.00338	14	0.954996792425876	1	18890	0.5	1	0.9540371005569442	1	18226	0.669926	1	0.9519553696390806	0	0			
173783	6f9baf79f6a7d282c3f834b6c42563e740b6415115bc584be3cec8af46ff1afe	77	cell phone	330497	[1.49,1.68,208.9,151.45]	17364.206449999994	large	P5	0.8999999999999999	1	0	0	0	0	0	0	1	1	20163	0.5	1	0.9118021379639847	0	0				1	19359	0.669926	1	0.9105985122161366	0	0			
179693	f9468ec18f1ec475be2322194b781de1b145bf891131afda78196bbd54a8ebcb	1	person	425800	[265.45,2.53,190.45,214.04]	23906.77805	large	P5	0.95	1	0	0	0	0	0	0	1	1	20581	0.5	1	0.954863686410773	0	0				1	19759	0.669926	1	0.9583497969480481	0	0			
185335	2312b4db8239e25d1c4129992938a595d50bc25769c4022aa45572cf4fe8cfc8	73	laptop	1100888	[0.0,1.69,471.07,369.1]	131683.54940000005	large	P5	0.7	1	0	0	0	0	0	0	1	1	21051	0.399829	1	0.7016579749328303	0	0				1	20196	0.412431	1	0.7036428220579232	0	0			
209018	3c92211179ceee89a44c16e9f8a67c3f883968276abe40abe7ead4031fb694fb	1	person	483500	[0.0,330.27,120.62,301.55]	27815.266900000006	large	P5	0.95	1	1	0	0	1	0	0	1	1	22792	0.002254	77	0.9638516389990488	1	22754	0.001503	95	0.9570123693645664	1	21896	0.002432	80	0.9579933677483878	0	0			
209018	3c92211179ceee89a44c16e9f8a67c3f883968276abe40abe7ead4031fb694fb	27	backpack	2175859	[199.17,320.33,302.07,303.73]	11173.725800000004	large	P5	0.75	1	0	0	0	0	0	0	1	1	22793	0.002254	3	0.7674177942936948	0	0				1	21953	0.0012	5	0.7682111584892645	0	0			
209356	8368070b36491aa368f78b1b9b00e5eb1c7a84ecd0e460681b8cbdfa7ea6171c	54	sandwich	308045	[60.26,132.89,259.99,183.46]	27125.864800000003	large	P5	0.95	1	1	0	0	1	0	0	1	1	22894	0.399829	2	0.9516480487177346	1	22813	0.399829	2	0.9516480487177346	1	21978	0.330074	2	0.9562159082440791	0	0			
209356	8368070b36491aa368f78b1b9b00e5eb1c7a84ecd0e460681b8cbdfa7ea6171c	67	dining table	1958511	[0.0,2.49,640.0,173.3]	45519.27489999998	large	P5	0.5	1	1	0	0	1	0	0	1	1	22927	0.00338	5	0.5189673122791049	1	22860	0.001503	4	0.8918570481059138	1	22033	0.0012	5	0.5201525713525177	0	0			
212197	7d5d2bd8b0595717dd4551c20c2b02d4144110926593f5d5010ddd5e31bb679f	1	person	439112	[71.97,44.14,218.77,270.59]	28164.946950000005	large	P5	0.8	1	0	0	0	0	1	0	1	0	0				0	0				1	23326	0.004923	23	0.904146897059503	0	0			
212197	7d5d2bd8b0595717dd4551c20c2b02d4144110926593f5d5010ddd5e31bb679f	1	person	439112	[71.97,44.14,218.77,270.59]	28164.946950000005	large	P5	0.85	1	0	0	0	0	1	0	1	0	0				0	0				1	23326	0.004923	23	0.904146897059503	0	0			
212197	7d5d2bd8b0595717dd4551c20c2b02d4144110926593f5d5010ddd5e31bb679f	1	person	439112	[71.97,44.14,218.77,270.59]	28164.946950000005	large	P5	0.8999999999999999	1	0	0	0	0	1	0	1	0	0				0	0				1	23326	0.004923	23	0.904146897059503	0	0			
215863	9ea41563836539aba5c63ca022835afce454a44e26b5b63d3ae3c61f279744f6	1	person	1707515	[214.77,0.1,425.23,254.5]	56100.96604999999	large	P5	0.65	1	0	0	0	0	0	0	1	1	24638	0.007584	7	0.6993726854689843	0	0				1	23669	0.006999	8	0.702194420789354	0	0			
215863	9ea41563836539aba5c63ca022835afce454a44e26b5b63d3ae3c61f279744f6	1	person	1707515	[214.77,0.1,425.23,254.5]	56100.96604999999	large	P5	0.7	1	0	0	0	0	0	0	1	1	24670	0.002254	13	0.7295599195897021	0	0				1	23669	0.006999	8	0.702194420789354	0	0			
216524	5361bb478b1bcfedfdf1d4ae0e2ef7452e20f17a776581ac9b68d48444863c85	8	truck	394231	[1.09,1.01,154.52,265.74]	34363.3514	large	P5	0.8999999999999999	1	0	0	0	0	0	0	1	1	24798	0.001002	10	0.9064561654769737	0	0				1	23806	0.0012	10	0.901851603695309	0	0			
217855	d834cb5a68463788e368038add47d5097e2db9c7f22b77ef05da0d9502d14715	88	teddy bear	1162601	[264.63,244.25,215.37,386.88]	52716.47104999999	large	P5	0.95	1	1	0	0	1	0	0	1	1	25040	0.399829	2	0.9507032865179478	1	24965	0.5	2	0.9507032865179478	1	24044	0.5	2	0.9601827246204937	0	0			
217855	d834cb5a68463788e368038add47d5097e2db9c7f22b77ef05da0d9502d14715	88	teddy bear	1673367	[287.81,1.91,192.19,252.97]	34042.980599999995	large	P5	0.7	1	0	0	0	0	1	0	1	0	0				0	0				1	24126	0.004923	83	0.7260966653617004	0	0			
227879	60d0d4903e08a85b4e51d8830aea66d6396d16989962b4c60883d5a9ad1807d1	1	person	1281512	[446.65,242.35,193.35,374.79]	21013.981000000007	large	P5	0.85	1	0	0	0	0	1	0	1	0	0				0	0				1	24753	0.003461	83	0.9282732295510914	0	0			
227879	60d0d4903e08a85b4e51d8830aea66d6396d16989962b4c60883d5a9ad1807d1	1	person	1281512	[446.65,242.35,193.35,374.79]	21013.981000000007	large	P5	0.8999999999999999	1	0	0	0	0	1	0	1	0	0				0	0				1	24753	0.003461	83	0.9282732295510914	0	0			
239596	52f228d3e5f88f75c3a4abe532e969859c6376101dd20c87d2f69cab31f1522d	67	dining table	1612803	[146.18,1.44,389.49,187.54]	33514.09545	large	P5	0.6	1	0	0	0	0	0	0	1	1	27726	0.001503	11	0.6117792796589376	0	0				1	26652	0.0012	11	0.6085354285030796	0	0			
245971	aed6090bef22d82548dddd71aa107802335a012ab9b2f167da6729ab2688e7ac	74	mouse	1105909	[380.9,174.44,117.98,139.89]	11045.6528	large	P5	0.95	1	0	0	0	0	0	0	1	1	28170	0.5	1	0.9623968723346213	0	0				1	27058	0.669926	1	0.962236263109335	0	0			
254989	b6183f50588b370cca6fac45ca5864a553a5ee6b7c87a72fbbbc7338fa10bd93	75	remote	1972987	[81.2,249.38,184.21,148.04]	10990.29875	large	P5	0.5	1	0	0	0	0	0	0	1	1	29064	0.002069	1	0.8604984735202826	0	0				1	27884	0.001699	1	0.8683537513617673	0	0			
254989	b6183f50588b370cca6fac45ca5864a553a5ee6b7c87a72fbbbc7338fa10bd93	75	remote	1972987	[81.2,249.38,184.21,148.04]	10990.29875	large	P5	0.55	1	0	0	0	0	0	0	1	1	29064	0.002069	1	0.8604984735202826	0	0				1	27884	0.001699	1	0.8683537513617673	0	0			
254989	b6183f50588b370cca6fac45ca5864a553a5ee6b7c87a72fbbbc7338fa10bd93	75	remote	1972987	[81.2,249.38,184.21,148.04]	10990.29875	large	P5	0.6	1	0	0	0	0	0	0	1	1	29064	0.002069	1	0.8604984735202826	0	0				1	27884	0.001699	1	0.8683537513617673	0	0			
254989	b6183f50588b370cca6fac45ca5864a553a5ee6b7c87a72fbbbc7338fa10bd93	75	remote	1972987	[81.2,249.38,184.21,148.04]	10990.29875	large	P5	0.65	1	0	0	0	0	0	0	1	1	29064	0.002069	1	0.8604984735202826	0	0				1	27884	0.001699	1	0.8683537513617673	0	0			
254989	b6183f50588b370cca6fac45ca5864a553a5ee6b7c87a72fbbbc7338fa10bd93	75	remote	1972987	[81.2,249.38,184.21,148.04]	10990.29875	large	P5	0.7	1	0	0	0	0	0	0	1	1	29064	0.002069	1	0.8604984735202826	0	0				1	27884	0.001699	1	0.8683537513617673	0	0			
254989	b6183f50588b370cca6fac45ca5864a553a5ee6b7c87a72fbbbc7338fa10bd93	75	remote	1972987	[81.2,249.38,184.21,148.04]	10990.29875	large	P5	0.75	1	0	0	0	0	0	0	1	1	29064	0.002069	1	0.8604984735202826	0	0				1	27884	0.001699	1	0.8683537513617673	0	0			
254989	b6183f50588b370cca6fac45ca5864a553a5ee6b7c87a72fbbbc7338fa10bd93	75	remote	1972987	[81.2,249.38,184.21,148.04]	10990.29875	large	P5	0.8	1	0	0	0	0	0	0	1	1	29064	0.002069	1	0.8604984735202826	0	0				1	27884	0.001699	1	0.8683537513617673	0	0			
254989	b6183f50588b370cca6fac45ca5864a553a5ee6b7c87a72fbbbc7338fa10bd93	75	remote	1972987	[81.2,249.38,184.21,148.04]	10990.29875	large	P5	0.85	1	0	0	0	0	0	0	1	1	29064	0.002069	1	0.8604984735202826	0	0				1	27884	0.001699	1	0.8683537513617673	0	0			
294348	55acb5099f725575351f6ce5d95b9b6ff4d45d71d74821eb20770de71b521fc4	15	bench	575568	[236.25,203.25,263.75,126.0]	16459.5	large	P5	0.5	1	0	0	0	0	0	0	1	1	31836	0.002254	4	0.8533171155274916	0	0				1	30505	0.002432	4	0.8611390864038456	0	0			
294348	55acb5099f725575351f6ce5d95b9b6ff4d45d71d74821eb20770de71b521fc4	15	bench	575568	[236.25,203.25,263.75,126.0]	16459.5	large	P5	0.55	1	0	0	0	0	0	0	1	1	31836	0.002254	4	0.8533171155274916	0	0				1	30505	0.002432	4	0.8611390864038456	0	0			
294348	55acb5099f725575351f6ce5d95b9b6ff4d45d71d74821eb20770de71b521fc4	15	bench	575568	[236.25,203.25,263.75,126.0]	16459.5	large	P5	0.6	1	0	0	0	0	0	0	1	1	31836	0.002254	4	0.8533171155274916	0	0				1	30505	0.002432	4	0.8611390864038456	0	0			
