image_id	image_sha256	category_id	category	gt_id	gt_bbox	gt_area	size_bin	pyramid_proxy	iou_threshold	a1_cpu_matched_a1_ep_missed	b2_ep_matched_a1_ep_missed	b2_cpu_matched_a1_cpu_missed	a1_ep_recovered_vs_b2_ep	a1_ep_lost_vs_b2_ep	a1_cpu_recovered_vs_b2_cpu	a1_cpu_lost_vs_b2_cpu	any_surface_disagreement	B2_CPU_matched	B2_CPU_detection_id	B2_CPU_score	B2_CPU_rank	B2_CPU_iou	B2_EP_matched	B2_EP_detection_id	B2_EP_score	B2_EP_rank	B2_EP_iou	A1_CPU_matched	A1_CPU_detection_id	A1_CPU_score	A1_CPU_rank	A1_CPU_iou	A1_EP_matched	A1_EP_detection_id	A1_EP_score	A1_EP_rank	A1_EP_iou
14773	8466029704fef28642df9ea4275c1b874f7a6dd9f98eab48c5af638cb720f2fb	48	fork	2103049	[567.71,138.34,72.11,38.75]	418.0144000000013	small	P3	0.7	1	0	0	0	0	0	0	1	1	2990	0.001031	13	0.8497889097627804	0	0				1	2880	0.001227	12	0.8491955802635399	0	0			
14773	8466029704fef28642df9ea4275c1b874f7a6dd9f98eab48c5af638cb720f2fb	48	fork	2103049	[567.71,138.34,72.11,38.75]	418.0144000000013	small	P3	0.75	1	0	0	0	0	0	0	1	1	2990	0.001031	13	0.8497889097627804	0	0				1	2880	0.001227	12	0.8491955802635399	0	0			
14773	8466029704fef28642df9ea4275c1b874f7a6dd9f98eab48c5af638cb720f2fb	48	fork	2103049	[567.71,138.34,72.11,38.75]	418.0144000000013	small	P3	0.8	1	0	0	0	0	0	0	1	1	2990	0.001031	13	0.8497889097627804	0	0				1	2880	0.001227	12	0.8491955802635399	0	0			
18654	7511bbb3b6b96cbe8e19b7ec29a26a6538a7d955becf4094011325a6a33dcf3f	1	person	1747894	[27.04,134.2,46.78,67.63]	1016.3362500000003	small	P3	0.85	1	0	0	0	0	0	0	1	1	3351	0.005773	38	0.8811185519884529	0	0				1	3245	0.009232	29	0.8523919469491963	0	0			
22811	5d8c5dbf301715c11c224208cf3a1570a4d2ea88aee861c96d458df9c53ba570	43	tennis racket	656818	[75.4,180.73,8.19,33.08]	153.3365000000001	small	P3	0.85	1	0	0	0	0	1	0	1	0	0				0	0				1	3998	0.087401	1	0.865033924439138	0	0			
24207	48ccb6d8644ada993abc68da2a1c18636a5065b73f74d0ce65a3827873ce63dd	20	sheep	66103	[297.94,149.38,53.14,22.43]	667.4482000000005	small	P3	0.85	1	0	0	0	0	0	0	1	1	4467	0.003066	51	0.894351034864577	0	0				1	4312	0.003739	45	0.8987681235679675	0	0			
24207	48ccb6d8644ada993abc68da2a1c18636a5065b73f74d0ce65a3827873ce63dd	20	sheep	1405174	[404.02,93.84,18.7,11.69]	175.78525000000036	small	P3	0.8999999999999999	1	1	0	0	1	0	0	1	1	4427	0.032822	13	0.9193962104100355	1	4439	0.029528	13	0.9059201667765387	1	4278	0.037709	13	0.9086033895632303	0	0			
24207	48ccb6d8644ada993abc68da2a1c18636a5065b73f74d0ce65a3827873ce63dd	20	sheep	1818871	[448.54,100.54,18.0,14.06]	136.32850000000002	small	P3	0.8	1	0	0	0	0	0	0	1	1	4472	0.002466	56	0.8115174834993596	0	0				1	4323	0.002677	56	0.8070779153717822	0	0			
42947	ee5b3e6dce1983c63c16a11d51256471a0252bd5efc68588a65d988fc5b7e487	1	person	1703866	[346.39,427.03,18.63,42.63]	483.37399999999985	small	P3	0.75	1	0	0	0	0	1	0	1	0	0				0	0				1	5554	0.015781	55	0.7550800097666374	0	0			
42947	ee5b3e6dce1983c63c16a11d51256471a0252bd5efc68588a65d988fc5b7e487	1	person	1703866	[346.39,427.03,18.63,42.63]	483.37399999999985	small	P3	0.8	1	0	0	0	0	1	0	1	0	0				0	0				1	5594	0.009232	85	0.8243701889294268	0	0			
42947	ee5b3e6dce1983c63c16a11d51256471a0252bd5efc68588a65d988fc5b7e487	1	person	1762549	[156.67,394.14,5.43,11.84]	35.34914999999996	small	P3	0.5	1	0	0	0	0	0	0	1	1	5880	0.006559	98	0.5660238699577985	0	0				1	5627	0.007282	97	0.5770095925249303	0	0			
42947	ee5b3e6dce1983c63c16a11d51256471a0252bd5efc68588a65d988fc5b7e487	1	person	1762549	[156.67,394.14,5.43,11.84]	35.34914999999996	small	P3	0.55	1	0	0	0	0	0	0	1	1	5880	0.006559	98	0.5660238699577985	0	0				1	5627	0.007282	97	0.5770095925249303	0	0			
45099	81aae027e1e3db43adc9aa0de778619129dbce67be7ffa9c0ad1276d1d407caa	44	bottle	370963	[354.02,277.47,14.64,41.75]	425.7387500000012	small	P3	0.85	1	0	0	0	0	0	0	1	1	6077	0.341901	1	0.8601757418295416	0	0				1	5829	0.338446	1	0.8599444768096252	0	0			
45099	81aae027e1e3db43adc9aa0de778619129dbce67be7ffa9c0ad1276d1d407caa	46	wine glass	664282	[240.75,250.62,15.56,32.92]	257.5992000000001	small	P3	0.8	1	1	0	0	1	0	0	1	1	6200	0.001031	8	0.8475042840206986	1	6230	0.001031	7	0.8287770886703822	1	5952	0.001097	7	0.8330034192836143	0	0			
45099	81aae027e1e3db43adc9aa0de778619129dbce67be7ffa9c0ad1276d1d407caa	47	cup	1883044	[274.67,258.84,17.41,25.38]	398.40610000000015	small	P3	0.8	1	1	0	0	1	1	0	1	0	0				1	6100	0.317785	2	0.8064568136298181	1	5830	0.313904	2	0.8075521513927022	0	0			
47481	4a804333ed4e995fcd375ac1fc5f81aabadd345d09c5279b2ed0f2148a283eaa	47	cup	1506311	[26.03,272.96,23.87,31.74]	645.6868499999996	small	P3	0.85	1	0	0	0	0	0	0	1	1	6633	0.004248	7	0.9074280390844766	0	0				1	6353	0.004179	7	0.9150537012934779	0	0			
47481	4a804333ed4e995fcd375ac1fc5f81aabadd345d09c5279b2ed0f2148a283eaa	47	cup	1506311	[26.03,272.96,23.87,31.74]	645.6868499999996	small	P3	0.8999999999999999	1	0	0	0	0	0	0	1	1	6633	0.004248	7	0.9074280390844766	0	0				1	6353	0.004179	7	0.9150537012934779	0	0			
50695	ec174e34bf298d8bb9d059e4ee1165fcb2f0416ff9ea9748141c311dddfdb5af	1	person	1226384	[408.37,91.7,6.88,9.1]	32.26035000000001	small	P3	0.7	1	0	0	0	0	0	0	1	1	6885	0.001595	46	0.7517968735257363	0	0				1	6560	0.006055	27	0.7306307302866566	0	0			
50695	ec174e34bf298d8bb9d059e4ee1165fcb2f0416ff9ea9748141c311dddfdb5af	1	person	1681277	[380.19,91.73,4.88,5.53]	8.817999999999998	small	P3	0.65	1	1	0	0	1	0	0	1	1	6803	0.032822	10	0.6840985741553569	1	6831	0.044964	9	0.6604849118088895	1	6529	0.033858	9	0.6536755418900402	0	0			
60125	15d851aa03366950e6a65f3c38480c8838fef1d2e659a59b1ae444e82b796db6	35	skis	1453044	[328.17,243.17,52.54,3.8]	51.40135000000012	small	P3	0.5	1	0	0	0	0	1	0	1	0	0				0	0				1	7300	0.021925	17	0.5182244155320368	0	0			
65420	bb28aec2e2024f3822376ab1d3aca8a6486eea897744e7ee2c59ee546af2047e	28	umbrella	2075340	[610.61,140.48,29.39,28.16]	431.6255000000001	small	P3	0.8999999999999999	1	0	0	0	0	0	0	1	1	7916	0.023876	30	0.9140623527399963	0	0				1	7589	0.021925	27	0.9074997312173202	0	0			
65554	fc9532a3cb1e8363545c385251ad847f24e729d204213bd8cfd229bc87fa1290	43	tennis racket	660481	[14.44,174.31,30.87,21.22]	420.68455	small	P3	0.8999999999999999	1	0	0	0	0	0	0	1	1	8159	0.366864	2	0.9026472894024258	0	0				1	7837	0.36389	2	0.9111010371503037	0	0			
66754	e67005ab767311731aa59230cd0e9dd7085d0bddd9ff7d9379abbf2ee41fbcb9	1	person	1312326	[432.94,240.77,25.24,58.1]	466.9692499999997	small	P3	0.6	1	0	0	0	0	0	0	1	1	8368	0.011265	62	0.698480741510602	0	0				1	8042	0.010152	68	0.694195414765216	0	0			
66754	e67005ab767311731aa59230cd0e9dd7085d0bddd9ff7d9379abbf2ee41fbcb9	1	person	1312326	[432.94,240.77,25.24,58.1]	466.9692499999997	small	P3	0.65	1	0	0	0	0	0	0	1	1	8368	0.011265	62	0.698480741510602	0	0				1	8042	0.010152	68	0.694195414765216	0	0			
67807	879f12dcc37a839a0aa43b5e572541197a64fef58f032d72f0a46afaa339f0d4	3	car	1342968	[135.7,126.98,21.11,12.55]	207.90119999999985	small	P3	0.55	1	0	0	0	0	0	0	1	1	8770	0.001031	11	0.7171759115046568	0	0				1	8427	0.001097	11	0.7138929317882188	0	0			
67807	879f12dcc37a839a0aa43b5e572541197a64fef58f032d72f0a46afaa339f0d4	3	car	1342968	[135.7,126.98,21.11,12.55]	207.90119999999985	small	P3	0.6	1	0	0	0	0	0	0	1	1	8770	0.001031	11	0.7171759115046568	0	0				1	8427	0.001097	11	0.7138929317882188	0	0			
67807	879f12dcc37a839a0aa43b5e572541197a64fef58f032d72f0a46afaa339f0d4	3	car	1342968	[135.7,126.98,21.11,12.55]	207.90119999999985	small	P3	0.65	1	0	0	0	0	0	0	1	1	8770	0.001031	11	0.7171759115046568	0	0				1	8427	0.001097	11	0.7138929317882188	0	0			
67807	879f12dcc37a839a0aa43b5e572541197a64fef58f032d72f0a46afaa339f0d4	3	car	1342968	[135.7,126.98,21.11,12.55]	207.90119999999985	small	P3	0.7	1	0	0	0	0	0	0	1	1	8770	0.001031	11	0.7171759115046568	0	0				1	8427	0.001097	11	0.7138929317882188	0	0			
74213	b4e87c06974b7d18ab484059cf8dcebc8770d1b0e7fbbd6f410c5fe4890c0ef9	10	traffic light	1384269	[1.65,33.21,17.08,14.88]	222.00730000000007	small	P3	0.55	1	0	0	0	0	0	0	1	1	9077	0.029528	1	0.551312614173214	0	0				1	8706	0.011338	2	0.5965055410061287	0	0			
75990	de0d718fe1b2a567dcde02ebfecb6380d7a64e2f8d1cdf37c904487dcdc0da6c	1	person	2229536	[110.95,174.87,41.88,67.48]	986.7167000000002	small	P3	0.75	1	0	0	0	0	0	0	1	1	9139	0.113098	8	0.760790571066732	0	0				1	8768	0.106656	9	0.7823943565348618	0	0			
76081	9cd274528cf175261aa5790bf448c7695b9fccbb1cf9f31d20b75b036163fe46	67	dining table	1612968	[240.31,240.21,51.78,24.98]	507.28594999999973	small	P3	0.5	1	0	0	0	0	0	0	1	1	9538	0.011265	14	0.5345360003925362	0	0				1	9153	0.012661	9	0.5342258499945682	0	0			
76608	8226babb7b62fa0bd0c2239b16218809d280fbdda381ab396310817b99525120	39	baseball bat	630103	[74.36,176.41,83.51,71.47]	783.3496499999999	small	P3	0.6	1	0	0	0	0	0	0	1	1	9751	0.009624	3	0.6493947471398364	0	0				1	9389	0.006055	4	0.6574149117995945	0	0			
76608	8226babb7b62fa0bd0c2239b16218809d280fbdda381ab396310817b99525120	39	baseball bat	630103	[74.36,176.41,83.51,71.47]	783.3496499999999	small	P3	0.65	1	0	0	0	0	1	0	1	0	0				0	0				1	9389	0.006055	4	0.6574149117995945	0	0			
76608	8226babb7b62fa0bd0c2239b16218809d280fbdda381ab396310817b99525120	1	person	1245114	[183.43,135.35,50.31,51.13]	960.7662999999999	small	P3	0.8999999999999999	1	0	0	0	0	0	0	1	1	9891	0.001283	48	0.9163793560294089	0	0				1	9513	0.001371	49	0.9127454621704372	0	0			
81819	4cd652842701aa1f363fd82ca2925d353ab221035ee3c151a70389e47d825cad	6	bus	1795040	[446.06,308.09,27.81,30.34]	768.1472000000007	small	P3	0.75	1	0	0	0	0	0	0	1	1	10254	0.001595	18	0.7605405109061644	0	0				1	9848	0.001714	16	0.7557192700883122	0	0			
83468	34628f866d643234366e43abc9693965a9764c685c6ca87f1633d62b19cb8bff	1	person	1260100	[22.55,57.81,8.28,17.14]	69.28869999999999	small	P3	0.65	1	0	0	0	0	0	0	1	1	10660	0.111686	3	0.6788328342109706	0	0				1	10226	0.118087	3	0.6663499227836073	0	0			
90307	52da751828a1a45e2236dc88d4ef25f5fc8998165f32f328ec82a533a6b7de36	3	car	142093	[0.09,208.02,33.43,30.4]	681.3095999999999	small	P3	0.65	1	0	0	0	0	0	0	1	1	10867	0.029528	15	0.6628990217655081	0	0				1	10428	0.024453	15	0.6613354192520782	0	0			
90307	52da751828a1a45e2236dc88d4ef25f5fc8998165f32f328ec82a533a6b7de36	8	truck	1373457	[0.0,199.52,68.62,32.94]	836.6140500000002	small	P3	0.7	1	1	0	0	1	0	0	1	1	10910	0.005773	5	0.7080215493000287	1	10956	0.001002	31	0.7295989851294203	1	10464	0.006055	5	0.7014772392463381	0	0			
92478	46ad44c1c7af4f1f9a6287e8870b401993be48b9beceab09eb0a653a3e9dabb4	18	dog	1403123	[306.87,190.29,10.27,9.36]	56.496699999999976	small	P3	0.55	1	0	0	0	0	0	0	1	1	11049	0.015562	2	0.5659156321214467	0	0				1	10599	0.014136	2	0.5543415515777482	0	0			
94439	6d38498063b4aaf3c69e3106ca2ca9a4073b3f5158292fe9d5c741e52f4b2867	10	traffic light	1807759	[73.0,197.86,49.15,13.31]	442.9126499999994	small	P3	0.5	1	1	0	0	1	0	0	1	1	11274	0.001238	96	0.6911489202770338	1	11186	0.002069	72	0.7066802981137329	1	10825	0.001111	94	0.7094184736254606	0	0			
94439	6d38498063b4aaf3c69e3106ca2ca9a4073b3f5158292fe9d5c741e52f4b2867	10	traffic light	1807759	[73.0,197.86,49.15,13.31]	442.9126499999994	small	P3	0.55	1	1	0	0	1	0	0	1	1	11274	0.001238	96	0.6911489202770338	1	11186	0.002069	72	0.7066802981137329	1	10825	0.001111	94	0.7094184736254606	0	0			
94439	6d38498063b4aaf3c69e3106ca2ca9a4073b3f5158292fe9d5c741e52f4b2867	10	traffic light	1807759	[73.0,197.86,49.15,13.31]	442.9126499999994	small	P3	0.6	1	1	0	0	1	0	0	1	1	11274	0.001238	96	0.6911489202770338	1	11186	0.002069	72	0.7066802981137329	1	10825	0.001111	94	0.7094184736254606	0	0			
94439	6d38498063b4aaf3c69e3106ca2ca9a4073b3f5158292fe9d5c741e52f4b2867	10	traffic light	1807759	[73.0,197.86,49.15,13.31]	442.9126499999994	small	P3	0.65	1	1	0	0	1	0	0	1	1	11274	0.001238	96	0.6911489202770338	1	11186	0.002069	72	0.7066802981137329	1	10825	0.001111	94	0.7094184736254606	0	0			
94439	6d38498063b4aaf3c69e3106ca2ca9a4073b3f5158292fe9d5c741e52f4b2867	10	traffic light	1807759	[73.0,197.86,49.15,13.31]	442.9126499999994	small	P3	0.7	1	1	0	0	1	1	0	1	0	0				1	11186	0.002069	72	0.7066802981137329	1	10825	0.001111	94	0.7094184736254606	0	0			
98841	17a1b1d25325ed7403c3431b546bd66df36dcafd9e5c0cc5d8f90cd88f65fdbd	47	cup	1509608	[420.92,430.1,31.25,40.58]	731.6247999999987	small	P3	0.75	1	0	0	0	0	0	0	1	1	11916	0.00115	2	0.7775541344727411	0	0				1	11419	0.001227	2	0.7775283042036938	0	0			
98841	17a1b1d25325ed7403c3431b546bd66df36dcafd9e5c0cc5d8f90cd88f65fdbd	75	remote	1630407	[400.52,218.13,29.58,30.21]	363.53565000000043	small	P3	0.75	1	0	0	0	0	0	0	1	1	11799	0.005773	23	0.8402719336583502	0	0				1	11326	0.003966	32	0.8231662339620421	0	0			
98841	17a1b1d25325ed7403c3431b546bd66df36dcafd9e5c0cc5d8f90cd88f65fdbd	75	remote	1630407	[400.52,218.13,29.58,30.21]	363.53565000000043	small	P3	0.8	1	0	0	0	0	0	0	1	1	11799	0.005773	23	0.8402719336583502	0	0				1	11326	0.003966	32	0.8231662339620421	0	0			
98841	17a1b1d25325ed7403c3431b546bd66df36dcafd9e5c0cc5d8f90cd88f65fdbd	75	remote	1972834	[211.86,187.32,30.77,27.64]	456.5300999999997	small	P3	0.8	1	0	0	0	0	0	0	1	1	11925	0.001031	82	0.808351676145314	0	0				1	11436	0.001097	86	0.8196917237064901	0	0			
99402	fe7883bbd2fe0508f1d5b350508b22228f9a7dc1679e93d4305fd0cc082bcd01	1	person	506068	[267.68,193.42,29.56,39.85]	678.7989500000001	small	P3	0.8	1	0	0	0	0	0	0	1	1	12094	0.111686	1	0.8058244240733115	0	0				1	11568	0.106941	1	0.8060411459709262	0	0			
99546	7bef77bc11cfa41a92b1a8ff22b528a5d6e5f7b459f1a4b302d73772d9bff553	49	knife	699253	[610.52,233.71,10.95,22.42]	80.87210000000037	small	P3	0.6	1	0	0	0	0	0	0	1	1	12281	0.010112	11	0.6052785505137178	0	0				1	11743	0.010152	11	0.6123994438302293	0	0			
99546	7bef77bc11cfa41a92b1a8ff22b528a5d6e5f7b459f1a4b302d73772d9bff553	49	knife	700061	[613.14,212.03,12.47,44.03]	155.66304999999983	small	P3	0.85	1	0	0	0	0	0	0	1	1	12245	0.017325	5	0.893674318206728	0	0				1	11717	0.017613	4	0.872871670797846	0	0			
99546	7bef77bc11cfa41a92b1a8ff22b528a5d6e5f7b459f1a4b302d73772d9bff553	61	cake	1929519	[313.8,315.22,38.56,25.35]	643.7997499999998	small	P3	0.65	1	0	0	0	0	1	0	1	0	0				0	0				1	11828	0.004179	74	0.7079449670265427	0	0			
99546	7bef77bc11cfa41a92b1a8ff22b528a5d6e5f7b459f1a4b302d73772d9bff553	61	cake	1929519	[313.8,315.22,38.56,25.35]	643.7997499999998	small	P3	0.7	1	0	0	0	0	1	0	1	0	0				0	0				1	11828	0.004179	74	0.7079449670265427	0	0			
101090	e9b016264feda02e598ad21e018262936d26d0c4610bfd97ead856a494e89633	84	book	1652580	[325.51,45.88,21.05,37.01]	434.2125000000008	small	P3	0.5	1	0	0	0	0	1	0	1	0	0				0	0				1	12058	0.032277	44	0.5054820366141838	0	0			
101090	e9b016264feda02e598ad21e018262936d26d0c4610bfd97ead856a494e89633	84	book	1658511	[309.66,48.79,9.06,33.68]	250.86245000000065	small	P3	0.85	1	0	0	0	0	1	0	1	0	0				0	0				1	12005	0.106941	2	0.861796086206736	0	0			
102757	84fd6c8467f4be36142b0e4c502ac33f0e7a195f2ca3a6d174d16a5621cbf96d	55	orange	1912197	[410.14,349.05,33.22,33.81]	884.0911	small	P3	0.95	1	0	0	0	0	0	0	1	1	13106	0.231382	1	0.9586889264732785	0	0				1	12555	0.226401	1	0.9547671119092062	0	0			
102757	84fd6c8467f4be36142b0e4c502ac33f0e7a195f2ca3a6d174d16a5621cbf96d	55	orange	1912565	[267.77,364.9,39.44,20.11]	384.82454999999993	small	P3	0.8	1	1	0	0	1	0	0	1	1	13200	0.004736	9	0.821537491298426	1	13115	0.006559	8	0.8003420974259526	1	12643	0.004671	9	0.8206259565025971	0	0			
114194	23c2b44ef82a6163bfe2e4f9dab55b83e6d28dbc5a337799d2dd75bb84647144	44	bottle	1486475	[111.78,255.11,15.27,39.7]	355.47314999999986	small	P3	0.8	1	0	0	0	0	0	0	1	1	14451	0.00115	69	0.881327622183051	0	0				1	13826	0.001227	62	0.8894946909443503	0	0			
114194	23c2b44ef82a6163bfe2e4f9dab55b83e6d28dbc5a337799d2dd75bb84647144	44	bottle	1486475	[111.78,255.11,15.27,39.7]	355.47314999999986	small	P3	0.85	1	0	0	0	0	0	0	1	1	14451	0.00115	69	0.881327622183051	0	0				1	13826	0.001227	62	0.8894946909443503	0	0			
116783	1f5e6befc806619b4d28b17d8944c0442cd94a9f36f485fb5ea24c2ed7955b7f	3	car	1340400	[330.52,282.02,38.25,30.18]	541.2686500000005	small	P3	0.8	1	0	0	0	0	0	0	1	1	14527	0.010112	21	0.8195963813563412	0	0				1	13917	0.009089	24	0.8056364855901613	0	0			
117300	07a654e6c07baf72298c2bb7de29a439c07bdec513957937ba7b759d45aa7055	32	tie	1442317	[222.91,134.44,14.39,26.8]	213.60594999999986	small	P3	0.5	1	0	0	0	0	0	0	1	1	14935	0.00115	17	0.8251421047084675	0	0				1	14278	0.001227	13	0.825810686365698	0	0			
117300	07a654e6c07baf72298c2bb7de29a439c07bdec513957937ba7b759d45aa7055	32	tie	1442317	[222.91,134.44,14.39,26.8]	213.60594999999986	small	P3	0.55	1	0	0	0	0	0	0	1	1	14935	0.00115	17	0.8251421047084675	0	0				1	14278	0.001227	13	0.825810686365698	0	0			
117300	07a654e6c07baf72298c2bb7de29a439c07bdec513957937ba7b759d45aa7055	32	tie	1442317	[222.91,134.44,14.39,26.8]	213.60594999999986	small	P3	0.6	1	0	0	0	0	0	0	1	1	14935	0.00115	17	0.8251421047084675	0	0				1	14278	0.001227	13	0.825810686365698	0	0			
117300	07a654e6c07baf72298c2bb7de29a439c07bdec513957937ba7b759d45aa7055	32	tie	1442317	[222.91,134.44,14.39,26.8]	213.60594999999986	small	P3	0.65	1	0	0	0	0	0	0	1	1	14935	0.00115	17	0.8251421047084675	0	0				1	14278	0.001227	13	0.825810686365698	0	0			
117300	07a654e6c07baf72298c2bb7de29a439c07bdec513957937ba7b759d45aa7055	32	tie	1442317	[222.91,134.44,14.39,26.8]	213.60594999999986	small	P3	0.7	1	0	0	0	0	0	0	1	1	14935	0.00115	17	0.8251421047084675	0	0				1	14278	0.001227	13	0.825810686365698	0	0			
117300	07a654e6c07baf72298c2bb7de29a439c07bdec513957937ba7b759d45aa7055	32	tie	1442317	[222.91,134.44,14.39,26.8]	213.60594999999986	small	P3	0.75	1	0	0	0	0	0	0	1	1	14935	0.00115	17	0.8251421047084675	0	0				1	14278	0.001227	13	0.825810686365698	0	0			
117300	07a654e6c07baf72298c2bb7de29a439c07bdec513957937ba7b759d45aa7055	32	tie	1442317	[222.91,134.44,14.39,26.8]	213.60594999999986	small	P3	0.8	1	0	0	0	0	0	0	1	1	14935	0.00115	17	0.8251421047084675	0	0				1	14278	0.001227	13	0.825810686365698	0	0			
129071	77385c5db458e34f89f350a11c365e95e6e3ece3f057a910fc83c335d2286df4	1	person	481423	[183.94,218.43,17.59,51.22]	549.3757000000003	small	P3	0.85	1	1	0	0	1	0	0	1	1	15030	0.374053	3	0.857788545664281	1	14925	0.374053	3	0.8505660682879912	1	14366	0.395304	3	0.8756899571814827	0	0			
129071	77385c5db458e34f89f350a11c365e95e6e3ece3f057a910fc83c335d2286df4	35	skis	613298	[187.58,284.21,91.97,14.48]	194.5992000000008	small	P3	0.8	1	0	0	0	0	0	0	1	1	15033	0.175866	3	0.803818617513235	0	0				1	14369	0.218365	3	0.806203612927465	0	0			
129712	1c079aed90b7d6e2ed3750a452db909e2634305b637f18af1074a6000e2e7f46	85	clock	334700	[223.71,438.73,22.63,24.02]	420.003	small	P3	0.8999999999999999	1	0	0	0	0	0	0	1	1	15187	0.044964	1	0.9108265700600933	0	0				1	14517	0.046708	1	0.9050254704927422	0	0			
141229	1e064d0a46d95d3d57537e5b0bd4928f99145d6dbadca084f6739262e2377296	84	book	1983858	[1.59,216.62,50.37,17.2]	222.49339999999944	small	P3	0.7	1	0	0	0	0	0	0	1	1	15721	0.032822	11	0.7344627045037936	0	0				1	15022	0.033858	10	0.7363040614013036	0	0			
143445	949f15d166cbea596ef0ffb588b8cea5e6979d038b2b036566ed0d96726efd5b	31	handbag	1431222	[250.98,257.87,25.86,62.07]	724.3711000000002	small	P3	0.85	1	0	0	0	0	1	0	1	0	0				0	0				1	15270	0.002993	11	0.8501951665756213	0	0			
143445	949f15d166cbea596ef0ffb588b8cea5e6979d038b2b036566ed0d96726efd5b	46	wine glass	1875096	[31.43,194.23,19.93,53.14]	598.9331500000001	small	P3	0.75	1	0	0	0	0	0	0	1	1	15976	0.003418	38	0.792120366009985	0	0				1	15267	0.003345	36	0.7985398059097325	0	0			
