image_id	image_sha256	category_id	category	gt_id	gt_bbox	gt_area	size_bin	pyramid_proxy	iou_threshold	a1_cpu_matched_a1_ep_missed	b2_ep_matched_a1_ep_missed	b2_cpu_matched_a1_cpu_missed	a1_ep_recovered_vs_b2_ep	a1_ep_lost_vs_b2_ep	a1_cpu_recovered_vs_b2_cpu	a1_cpu_lost_vs_b2_cpu	any_surface_disagreement	B2_CPU_matched	B2_CPU_detection_id	B2_CPU_score	B2_CPU_rank	B2_CPU_iou	B2_EP_matched	B2_EP_detection_id	B2_EP_score	B2_EP_rank	B2_EP_iou	A1_CPU_matched	A1_CPU_detection_id	A1_CPU_score	A1_CPU_rank	A1_CPU_iou	A1_EP_matched	A1_EP_detection_id	A1_EP_score	A1_EP_rank	A1_EP_iou
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	44	bottle	79107	[0.0,318.08,20.35,66.7]	679.5257000000001	small	P3	0.8999999999999999	0	0	0	0	0	1	0	1	0	0	NA	NA	NA	1	408	0.113098	2	0.9338691571728323	1	384	0.106656	3	0.9186612842353351	1	398	0.106656	2	0.9303916527305072
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	82	refrigerator	333153	[375.56,70.45,170.19,277.63]	41464.071550000015	large	P5	0.8999999999999999	1	1	0	0	1	0	0	1	1	391	0.5	1	0.9028150453057541	1	398	0.5	1	0.9091163808900543	1	377	0.587569	1	0.9096742837996544	0	0	NA	NA	NA
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	44	bottle	370222	[188.57,210.11,15.32,62.22]	816.6301999999996	small	P3	0.85	0	0	0	0	0	1	0	1	0	0	NA	NA	NA	1	555	0.003811	17	0.8631434090702782	1	500	0.00522	13	0.8574142680041839	1	553	0.003739	21	0.8600931099558994
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	67	dining table	390909	[141.35,333.65,498.65,85.58]	33975.31865	large	P5	0.85	1	0	0	0	0	0	0	1	1	409	0.055032	3	0.8587974425661777	0	0	NA	NA	NA	1	544	0.003461	5	0.8591487702899727	0	0	NA	NA	NA
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	1	person	530803	[326.19,147.5,100.73,215.86]	10041.489449999997	large	P5	0.85	0	1	0	0	1	0	0	1	0	0	NA	NA	NA	1	399	0.5	1	0.8541039120389351	0	0	NA	NA	NA	0	0	NA	NA	NA
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	47	cup	678161	[530.99,365.51,35.99,42.87]	1138.8763500000002	medium	P4	0.95	0	0	1	0	0	0	1	1	1	430	0.019284	3	0.954901051893721	1	440	0.019284	5	0.9503464981817031	0	0	NA	NA	NA	1	428	0.021925	5	0.951263316991844
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	55	orange	1051873	[408.32,368.47,28.87,24.61]	578.8273999999999	small	P3	0.75	1	0	0	0	0	0	0	1	1	645	0.002466	17	0.7997935555015737	0	0	NA	NA	NA	1	644	0.002395	17	0.79039138348926	0	0	NA	NA	NA
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	51	bowl	1900762	[492.61,381.99,48.3,33.99]	1256.472849999999	medium	P4	0.8999999999999999	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	1	414	0.055326	3	0.909016831562419	0	0	NA	NA	NA	1	406	0.046708	3	0.902156084731798
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	55	orange	1911763	[388.11,362.18,23.63,23.43]	319.4446499999996	small	P3	0.75	1	0	0	0	0	0	0	1	1	549	0.003811	12	0.7693191486639057	0	0	NA	NA	NA	1	519	0.004179	11	0.7695496830783882	0	0	NA	NA	NA
4731	380bbbc8de969ec9d3dbe40f1ca3007d9106711ba111fdb58d8a02952c9be091	1	person	2161042	[272.95,180.62,98.54,173.17]	9071.069700000004	medium	P4	0.95	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	1	400	0.5	2	0.9570031923524218	0	0	NA	NA	NA	1	389	0.669926	2	0.9591545500644364
6522	fb2d847fc60321644a14af7f24884542e8332b6c0f3f28042ae95d5c2a0ade01	3	car	1191603	[2.16,521.12,32.19,34.75]	492.022250000001	small	P3	0.7	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	1	782	0.009624	41	0.7020138763091014	0	0	NA	NA	NA	1	827	0.006055	58	0.7046876461189552
6522	fb2d847fc60321644a14af7f24884542e8332b6c0f3f28042ae95d5c2a0ade01	3	car	1337341	[120.09,517.52,40.28,41.4]	736.5006499999998	small	P3	0.75	0	0	0	1	0	0	0	1	1	741	0.016001	27	0.8085039611213036	0	0	NA	NA	NA	1	732	0.014054	29	0.8209927261292981	1	746	0.014054	29	0.7572371448737184
6522	fb2d847fc60321644a14af7f24884542e8332b6c0f3f28042ae95d5c2a0ade01	3	car	1337341	[120.09,517.52,40.28,41.4]	736.5006499999998	small	P3	0.8	1	0	0	0	0	0	0	1	1	741	0.016001	27	0.8085039611213036	0	0	NA	NA	NA	1	732	0.014054	29	0.8209927261292981	0	0	NA	NA	NA
6522	fb2d847fc60321644a14af7f24884542e8332b6c0f3f28042ae95d5c2a0ade01	3	car	1780234	[131.09,530.7,46.83,34.03]	1317.620499999999	medium	P4	0.8	0	0	0	1	0	0	0	1	1	692	0.374053	2	0.8067129465333552	0	0	NA	NA	NA	1	676	0.395304	2	0.8128169874718321	1	689	0.395304	2	0.8128169874718321
6522	fb2d847fc60321644a14af7f24884542e8332b6c0f3f28042ae95d5c2a0ade01	3	car	1780234	[131.09,530.7,46.83,34.03]	1317.620499999999	medium	P4	0.85	1	0	0	0	0	0	0	1	1	874	0.004248	78	0.8908504930900488	0	0	NA	NA	NA	1	888	0.003739	87	0.891468390515588	0	0	NA	NA	NA
6522	fb2d847fc60321644a14af7f24884542e8332b6c0f3f28042ae95d5c2a0ade01	3	car	1781700	[0.0,525.06,22.15,40.76]	632.1785000000003	small	P3	0.75	1	1	0	0	1	0	0	1	1	922	0.003418	100	0.8474443483432831	1	919	0.003458	93	0.9041481646359084	1	889	0.003739	88	0.837782142352449	0	0	NA	NA	NA
6522	fb2d847fc60321644a14af7f24884542e8332b6c0f3f28042ae95d5c2a0ade01	3	car	1781700	[0.0,525.06,22.15,40.76]	632.1785000000003	small	P3	0.8	1	1	0	0	1	0	0	1	1	922	0.003418	100	0.8474443483432831	1	919	0.003458	93	0.9041481646359084	1	889	0.003739	88	0.837782142352449	0	0	NA	NA	NA
6522	fb2d847fc60321644a14af7f24884542e8332b6c0f3f28042ae95d5c2a0ade01	3	car	1781700	[0.0,525.06,22.15,40.76]	632.1785000000003	small	P3	0.85	0	1	0	0	1	0	0	1	0	0	NA	NA	NA	1	919	0.003458	93	0.9041481646359084	0	0	NA	NA	NA	0	0	NA	NA	NA
6522	fb2d847fc60321644a14af7f24884542e8332b6c0f3f28042ae95d5c2a0ade01	3	car	1781700	[0.0,525.06,22.15,40.76]	632.1785000000003	small	P3	0.8999999999999999	0	1	0	0	1	0	0	1	0	0	NA	NA	NA	1	919	0.003458	93	0.9041481646359084	0	0	NA	NA	NA	0	0	NA	NA	NA
6522	fb2d847fc60321644a14af7f24884542e8332b6c0f3f28042ae95d5c2a0ade01	13	stop sign	2209818	[207.61,487.77,13.68,15.51]	197.6246499999995	small	P3	0.85	1	0	0	0	0	0	0	1	1	928	0.003066	2	0.8569871877851604	0	0	NA	NA	NA	1	896	0.003345	2	0.8563949981310139	0	0	NA	NA	NA
7116	3045632a5f499ce61c6016599c56dbebd71be199c1e321c9008d667db34f24cf	9	boat	176783	[24.95,219.74,207.26,44.14]	7126.6335	medium	P4	0.8999999999999999	0	0	0	1	0	0	0	1	0	0	NA	NA	NA	0	0	NA	NA	NA	0	0	NA	NA	NA	1	1128	0.001699	95	0.9005844253886476
7116	3045632a5f499ce61c6016599c56dbebd71be199c1e321c9008d667db34f24cf	9	boat	1375632	[596.18,229.79,43.82,14.55]	514.2891500000007	small	P3	0.95	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	1	1007	0.070808	6	0.9632929641695307	0	0	NA	NA	NA	1	996	0.072397	5	0.9591342314924467
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	2	bicycle	131598	[490.95,223.5,83.77,48.84]	1397.981150000001	medium	P4	0.95	0	0	0	1	0	1	0	1	0	0	NA	NA	NA	0	0	NA	NA	NA	1	1161	0.604696	1	0.9592768179704563	1	1182	0.5	1	0.9580890864155103
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	2	bicycle	131659	[297.01,208.64,22.83,30.93]	349.5059499999999	small	P3	0.85	1	0	0	0	0	0	0	1	1	1227	0.067905	22	0.8704042520648833	0	0	NA	NA	NA	1	1194	0.071147	17	0.8751680996488174	0	0	NA	NA	NA
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	2	bicycle	131685	[238.82,212.97,14.25,19.69]	166.2303999999999	small	P3	0.5	1	0	0	0	0	0	0	1	1	1308	0.02146	65	0.5128660334963594	0	0	NA	NA	NA	1	1273	0.021925	61	0.5063853816477698	0	0	NA	NA	NA
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	1	person	202336	[264.12,188.27,16.86,40.46]	313.6969000000003	small	P3	0.65	0	0	0	1	0	0	0	1	0	0	NA	NA	NA	0	0	NA	NA	NA	0	0	NA	NA	NA	1	1181	0.555621	1	0.6554641600353199
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	1	person	217932	[296.15,188.55,21.74,42.48]	428.80739999999946	small	P3	0.8	0	0	1	0	0	0	1	1	1	1191	0.392562	3	0.8007419295372528	1	1202	0.317785	3	0.8126617763489644	0	0	NA	NA	NA	1	1185	0.36389	3	0.8090879373987014
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	1	person	234343	[337.31,187.8,24.31,47.03]	434.01185000000004	small	P3	0.7	0	0	0	1	0	0	0	1	1	1205	0.111686	11	0.7287402448610181	0	0	NA	NA	NA	1	1177	0.118087	11	0.7262480463333333	1	1204	0.087401	12	0.704217657987288
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	1	person	253344	[445.0,176.58,29.11,65.63]	882.3993500000003	small	P3	0.75	0	0	0	1	0	0	0	1	1	1188	0.5	2	0.7850689234272055	0	0	NA	NA	NA	1	1163	0.395304	2	0.7751676652904093	1	1183	0.395304	2	0.7536997990778489
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	1	person	255722	[615.92,199.98,24.08,66.66]	630.4839000000001	small	P3	0.85	0	0	0	1	0	1	0	1	0	0	NA	NA	NA	0	0	NA	NA	NA	1	1333	0.014054	76	0.8531737521579887	1	1213	0.072397	15	0.8642186775541824
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	1	person	266110	[377.21,184.32,29.14,55.12]	598.5475000000002	small	P3	0.7	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	1	1406	0.011265	94	0.8762872084716574	0	0	NA	NA	NA	1	1394	0.011338	98	0.874369589675953
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	1	person	266110	[377.21,184.32,29.14,55.12]	598.5475000000002	small	P3	0.75	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	1	1406	0.011265	94	0.8762872084716574	0	0	NA	NA	NA	1	1394	0.011338	98	0.874369589675953
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	1	person	266110	[377.21,184.32,29.14,55.12]	598.5475000000002	small	P3	0.8	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	1	1406	0.011265	94	0.8762872084716574	0	0	NA	NA	NA	1	1394	0.011338	98	0.874369589675953
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	1	person	266110	[377.21,184.32,29.14,55.12]	598.5475000000002	small	P3	0.85	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	1	1406	0.011265	94	0.8762872084716574	0	0	NA	NA	NA	1	1394	0.011338	98	0.874369589675953
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	1	person	266518	[519.43,187.42,42.37,76.86]	1466.7184499999998	medium	P4	0.8999999999999999	0	0	1	0	0	0	1	1	1	1220	0.070808	15	0.9068088698305921	1	1211	0.113098	9	0.9105492010895989	0	0	NA	NA	NA	1	1212	0.072397	14	0.9113955727024089
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	27	backpack	1171020	[542.9,199.91,16.75,23.73]	210.43984999999984	small	P3	0.85	1	0	0	0	0	0	0	1	1	1322	0.019284	3	0.8618946238518249	0	0	NA	NA	NA	1	1290	0.019654	3	0.8537576758209459	0	0	NA	NA	NA
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	2	bicycle	1765309	[428.71,208.54,55.96,53.15]	1389.8517	medium	P4	0.75	1	0	0	0	0	0	0	1	1	1354	0.015562	85	0.7866631457460115	0	0	NA	NA	NA	1	1315	0.015781	76	0.7945310169793501	0	0	NA	NA	NA
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	2	bicycle	1766975	[262.35,208.47,23.06,29.39]	361.2386999999998	small	P3	0.7	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	1	1270	0.036468	45	0.709816391248993	0	0	NA	NA	NA	1	1255	0.033858	44	0.7037781438843662
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	2	bicycle	1769438	[230.89,208.56,7.62,17.53]	65.21534999999997	small	P3	0.5	0	0	1	0	0	0	1	1	1	1279	0.026556	53	0.5089185155532532	1	1303	0.023876	65	0.5926183075238373	0	0	NA	NA	NA	1	1313	0.019654	74	0.5973731580551424
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	2	bicycle	1769438	[230.89,208.56,7.62,17.53]	65.21534999999997	small	P3	0.55	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	1	1303	0.023876	65	0.5926183075238373	0	0	NA	NA	NA	1	1313	0.019654	74	0.5973731580551424
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	3	car	1772168	[0.0,186.79,115.71,65.35]	4627.34775	medium	P4	0.7	0	0	0	0	0	1	0	1	0	0	NA	NA	NA	1	1199	0.5	1	0.7031479968473658	1	1444	0.006999	6	0.7291993969372282	1	1466	0.006999	7	0.7021918568957412
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	2	bicycle	2034726	[175.75,198.11,19.69,28.4]	252.7867999999999	small	P3	0.8	0	0	0	0	0	1	0	1	0	0	NA	NA	NA	1	1252	0.044964	32	0.8087053725505898	1	1222	0.037709	34	0.8017692124685795	1	1235	0.046708	32	0.8064481295523386
8025	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	1	person	2205157	[327.51,185.76,12.86,32.96]	236.24795000000012	small	P3	0.75	0	0	1	0	0	0	1	1	1	1213	0.075147	13	0.7507568853877146	1	1213	0.111686	10	0.7775370855976506	0	0	NA	NA	NA	1	1194	0.106941	9	0.7770079968444339
9069	d5c2aad6539885196b5fe6781aaa9be6590de7683cf923b80440320d8a53418a	73	laptop	1971339	[284.53,0.0,134.0,70.48]	7218.994849999999	medium	P4	0.5	1	0	0	0	0	0	0	1	1	1508	0.001503	2	0.939010007230564	0	0	NA	NA	NA	1	1489	0.001111	2	0.9738978853794104	0	0	NA	NA	NA
9069	d5c2aad6539885196b5fe6781aaa9be6590de7683cf923b80440320d8a53418a	73	laptop	1971339	[284.53,0.0,134.0,70.48]	7218.994849999999	medium	P4	0.55	1	0	0	0	0	0	0	1	1	1508	0.001503	2	0.939010007230564	0	0	NA	NA	NA	1	1489	0.001111	2	0.9738978853794104	0	0	NA	NA	NA
9069	d5c2aad6539885196b5fe6781aaa9be6590de7683cf923b80440320d8a53418a	73	laptop	1971339	[284.53,0.0,134.0,70.48]	7218.994849999999	medium	P4	0.6	1	0	0	0	0	0	0	1	1	1508	0.001503	2	0.939010007230564	0	0	NA	NA	NA	1	1489	0.001111	2	0.9738978853794104	0	0	NA	NA	NA
9069	d5c2aad6539885196b5fe6781aaa9be6590de7683cf923b80440320d8a53418a	73	laptop	1971339	[284.53,0.0,134.0,70.48]	7218.994849999999	medium	P4	0.65	1	0	0	0	0	0	0	1	1	1508	0.001503	2	0.939010007230564	0	0	NA	NA	NA	1	1489	0.001111	2	0.9738978853794104	0	0	NA	NA	NA
9069	d5c2aad6539885196b5fe6781aaa9be6590de7683cf923b80440320d8a53418a	73	laptop	1971339	[284.53,0.0,134.0,70.48]	7218.994849999999	medium	P4	0.7	1	0	0	0	0	0	0	1	1	1508	0.001503	2	0.939010007230564	0	0	NA	NA	NA	1	1489	0.001111	2	0.9738978853794104	0	0	NA	NA	NA
9069	d5c2aad6539885196b5fe6781aaa9be6590de7683cf923b80440320d8a53418a	73	laptop	1971339	[284.53,0.0,134.0,70.48]	7218.994849999999	medium	P4	0.75	1	0	0	0	0	0	0	1	1	1508	0.001503	2	0.939010007230564	0	0	NA	NA	NA	1	1489	0.001111	2	0.9738978853794104	0	0	NA	NA	NA
9069	d5c2aad6539885196b5fe6781aaa9be6590de7683cf923b80440320d8a53418a	73	laptop	1971339	[284.53,0.0,134.0,70.48]	7218.994849999999	medium	P4	0.8	1	0	0	0	0	0	0	1	1	1508	0.001503	2	0.939010007230564	0	0	NA	NA	NA	1	1489	0.001111	2	0.9738978853794104	0	0	NA	NA	NA
9069	d5c2aad6539885196b5fe6781aaa9be6590de7683cf923b80440320d8a53418a	73	laptop	1971339	[284.53,0.0,134.0,70.48]	7218.994849999999	medium	P4	0.85	1	0	0	0	0	0	0	1	1	1508	0.001503	2	0.939010007230564	0	0	NA	NA	NA	1	1489	0.001111	2	0.9738978853794104	0	0	NA	NA	NA
9069	d5c2aad6539885196b5fe6781aaa9be6590de7683cf923b80440320d8a53418a	73	laptop	1971339	[284.53,0.0,134.0,70.48]	7218.994849999999	medium	P4	0.8999999999999999	1	0	0	0	0	0	0	1	1	1508	0.001503	2	0.939010007230564	0	0	NA	NA	NA	1	1489	0.001111	2	0.9738978853794104	0	0	NA	NA	NA
9069	d5c2aad6539885196b5fe6781aaa9be6590de7683cf923b80440320d8a53418a	73	laptop	1971339	[284.53,0.0,134.0,70.48]	7218.994849999999	medium	P4	0.95	1	0	0	0	0	0	0	1	1	1515	0.001238	3	0.9718214807377206	0	0	NA	NA	NA	1	1489	0.001111	2	0.9738978853794104	0	0	NA	NA	NA
9941	25e6b83b975b4dfc1fcd71d69049de4be4e4198bd3b2f80a2f1b4ec3c0282812	41	skateboard	643600	[394.43,405.99,104.55,38.44]	1677.6605	medium	P4	0.95	0	0	1	0	0	0	1	1	1	1521	0.263135	1	0.9562807402365904	0	0	NA	NA	NA	0	0	NA	NA	NA	0	0	NA	NA	NA
9941	25e6b83b975b4dfc1fcd71d69049de4be4e4198bd3b2f80a2f1b4ec3c0282812	1	person	1232394	[95.87,138.99,23.12,35.33]	684.0578999999998	small	P3	0.8	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	1	1587	0.00275	20	0.8661119125557923	0	0	NA	NA	NA	1	1568	0.002993	19	0.8679236062042351
9941	25e6b83b975b4dfc1fcd71d69049de4be4e4198bd3b2f80a2f1b4ec3c0282812	1	person	1232394	[95.87,138.99,23.12,35.33]	684.0578999999998	small	P3	0.85	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	1	1587	0.00275	20	0.8661119125557923	0	0	NA	NA	NA	1	1568	0.002993	19	0.8679236062042351
9941	25e6b83b975b4dfc1fcd71d69049de4be4e4198bd3b2f80a2f1b4ec3c0282812	1	person	1685054	[431.77,0.0,9.25,19.01]	100.24775000000004	small	P3	0.75	0	1	0	0	1	0	0	1	0	0	NA	NA	NA	1	1536	0.036468	4	0.7608214453789982	0	0	NA	NA	NA	0	0	NA	NA	NA
9941	25e6b83b975b4dfc1fcd71d69049de4be4e4198bd3b2f80a2f1b4ec3c0282812	1	person	2151815	[413.58,0.54,11.02,21.11]	130.76345000000038	small	P3	0.75	0	0	1	0	0	0	1	1	1	1524	0.091795	2	0.7629636725776581	1	1533	0.061314	2	0.7883259177469778	0	0	NA	NA	NA	1	1517	0.06411	2	0.779053300861649
10145	fee8892ce1ad5d9ec7b50f9c9ced6b79d53df9236e5e8cd3b233b3786c4eaf13	72	tv	32610	[119.84,128.4,74.53,112.79]	7191.936650000001	medium	P4	0.95	1	1	0	0	1	0	0	1	1	1660	0.070808	3	0.9612366871010727	1	1655	0.175866	1	0.9510109003822319	1	1628	0.072397	3	0.953637837323143	0	0	NA	NA	NA
10145	fee8892ce1ad5d9ec7b50f9c9ced6b79d53df9236e5e8cd3b233b3786c4eaf13	63	couch	117617	[467.23,227.76,172.77,107.89]	10532.29455	large	P5	0.95	1	1	0	0	1	0	0	1	1	1651	0.399829	2	0.9576280444051282	1	1691	0.011341	7	0.9554993394076234	1	1620	0.330074	2	0.9705840412929091	0	0	NA	NA	NA
10145	fee8892ce1ad5d9ec7b50f9c9ced6b79d53df9236e5e8cd3b233b3786c4eaf13	76	keyboard	1634235	[405.22,263.24,28.6,16.57]	372.3500000000003	small	P3	0.8	0	0	0	1	0	0	0	1	1	1670	0.026556	1	0.8082963716986259	0	0	NA	NA	NA	1	1639	0.027264	1	0.8042167005740145	1	1652	0.037709	1	0.8124581692445935
10145	fee8892ce1ad5d9ec7b50f9c9ced6b79d53df9236e5e8cd3b233b3786c4eaf13	62	chair	2121741	[379.78,207.16,144.69,88.41]	6383.886499999998	medium	P4	0.95	0	1	0	0	1	0	0	1	0	0	NA	NA	NA	1	1756	0.00338	7	0.9735154372620244	0	0	NA	NA	NA	0	0	NA	NA	NA
10870	a325cce0e30dd95de74f0cc921ea0c7f4e87024d4e0e80c4a1f61359381e69fc	62	chair	102385	[474.1,46.5,127.93,168.66]	3415.6983000000014	medium	P4	0.8	1	0	0	0	0	1	0	1	0	0	NA	NA	NA	0	0	NA	NA	NA	1	1866	0.106829	4	0.8000451643835242	0	0	NA	NA	NA
10870	a325cce0e30dd95de74f0cc921ea0c7f4e87024d4e0e80c4a1f61359381e69fc	1	person	225202	[180.26,70.38,33.07,50.43]	789.1078499999999	small	P3	0.75	0	1	0	0	1	0	0	1	0	0	NA	NA	NA	1	2160	0.003458	27	0.8367140484614538	0	0	NA	NA	NA	0	0	NA	NA	NA
