evidence_surface	case_group	image_id	model	provider	mode	recreation	exit_code	output_sha256	boundary_manifest_sha256	samples_sha256	sample_runs	sample_hash_schema	unique_sample_output_hashes	sample_output_hash	cpu_set	minimum_frequency_khz	maximum_frequency_khz	minimum_temperature_millic	maximum_temperature_millic	signal_or_error	status
frozen-session-matrix	large-loss	209356	B2	cpu	recreate	10	0	6d8ef5f36c763f1c0d95a930aa9c5f6cc673e9b8200c61d73bc3d899025252af	6549a633876aa412bfebef3e63a8d44ee2cd1530a4e66918f6a05d908332a5cb	44fe2f4f0af0e21b06b3b319c713a84bd9b2b8e31bde2d0c3a08b15277c58eda	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	B2	spacemit	one-session	0	0	e70a3a81734f63bf4adfaa8c0a115f7db5194e256d57798be389ed7e412dad8d	d01fd3d76f14ee316c4737e5070faf99d5f817424e33102382cad667741fe2bd	c23afb1c328ccd65c2fc60316d564bea35b506ff2409a567abbeb6bedf9f4531	100	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	B2	spacemit	recreate	1	0	e70a3a81734f63bf4adfaa8c0a115f7db5194e256d57798be389ed7e412dad8d	d01fd3d76f14ee316c4737e5070faf99d5f817424e33102382cad667741fe2bd	f8e22804a5308a5ac016ffc2ad273fb4ad21abef093b073376b32a0edf6a754c	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	B2	spacemit	recreate	2	0	e70a3a81734f63bf4adfaa8c0a115f7db5194e256d57798be389ed7e412dad8d	d01fd3d76f14ee316c4737e5070faf99d5f817424e33102382cad667741fe2bd	586f006e9b5aff82f6c410ca777c6d4f72f4534863a151a4ac71815131cc9250	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	B2	spacemit	recreate	3	0	e70a3a81734f63bf4adfaa8c0a115f7db5194e256d57798be389ed7e412dad8d	d01fd3d76f14ee316c4737e5070faf99d5f817424e33102382cad667741fe2bd	616af2ecc2a0670068c96fbf3e2138e95c8c02436e0a7938fdd409d0cbf469b9	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	B2	spacemit	recreate	4	0	e70a3a81734f63bf4adfaa8c0a115f7db5194e256d57798be389ed7e412dad8d	d01fd3d76f14ee316c4737e5070faf99d5f817424e33102382cad667741fe2bd	ffcf3af72dcb4931b6cd97e2b904ee5c52835303134165c2361d190f5e7163f7	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	B2	spacemit	recreate	5	0	e70a3a81734f63bf4adfaa8c0a115f7db5194e256d57798be389ed7e412dad8d	d01fd3d76f14ee316c4737e5070faf99d5f817424e33102382cad667741fe2bd	d722e774c699567cdc7f8a6a5da86ce61427fe46baecfdd5f7d1daebc0326bfe	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	B2	spacemit	recreate	6	0	e70a3a81734f63bf4adfaa8c0a115f7db5194e256d57798be389ed7e412dad8d	d01fd3d76f14ee316c4737e5070faf99d5f817424e33102382cad667741fe2bd	9a64e06d1214dce2d0166c5514a11905253382b04fef3d6bb719d8dad17f7177	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	B2	spacemit	recreate	7	0	e70a3a81734f63bf4adfaa8c0a115f7db5194e256d57798be389ed7e412dad8d	d01fd3d76f14ee316c4737e5070faf99d5f817424e33102382cad667741fe2bd	460e29f5122e46ad04f25ab315fa97f9533c01fc9da1ff4d02ebedaaf74a98b2	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	B2	spacemit	recreate	8	0	e70a3a81734f63bf4adfaa8c0a115f7db5194e256d57798be389ed7e412dad8d	d01fd3d76f14ee316c4737e5070faf99d5f817424e33102382cad667741fe2bd	c9b53a16136b55a510d137cbad4d966a379e8cc9b07dc9be85b9a0da8a8ced1e	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	B2	spacemit	recreate	9	0	e70a3a81734f63bf4adfaa8c0a115f7db5194e256d57798be389ed7e412dad8d	d01fd3d76f14ee316c4737e5070faf99d5f817424e33102382cad667741fe2bd	cd0f57cb88dfff04ac4fc9e3f3d40637cec7772dfd6a9fa67140568c1dea0e0b	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	B2	spacemit	recreate	10	0	e70a3a81734f63bf4adfaa8c0a115f7db5194e256d57798be389ed7e412dad8d	d01fd3d76f14ee316c4737e5070faf99d5f817424e33102382cad667741fe2bd	9b5ff167e76f3dd1468aced356eab54f0de23a22e4d036620db944e4f6ce24d5	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	A1	cpu	one-session	0	0	ee7b1abd12f69d3097aff73461be7c3923a55148d489798944b99966d7fae072	d9cc8f13efa8219094a0928daac47a5f294a62e0ee4456ab29d75984b87a63e5	093f7b3d2c311d40137c32e9036b93cae6bdf3957ca73443e961a59fca823657	100	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	A1	cpu	recreate	1	0	ee7b1abd12f69d3097aff73461be7c3923a55148d489798944b99966d7fae072	d9cc8f13efa8219094a0928daac47a5f294a62e0ee4456ab29d75984b87a63e5	015010b2530cafc496d1f8882fb8355c7b1c284907eb4d0cc1244af4de4d7335	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	A1	cpu	recreate	2	0	ee7b1abd12f69d3097aff73461be7c3923a55148d489798944b99966d7fae072	d9cc8f13efa8219094a0928daac47a5f294a62e0ee4456ab29d75984b87a63e5	dfe7fbf64ddef200a4e7eace4d2c26eb058e71ce7889a3c505379d0b8543bc56	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	A1	cpu	recreate	3	0	ee7b1abd12f69d3097aff73461be7c3923a55148d489798944b99966d7fae072	d9cc8f13efa8219094a0928daac47a5f294a62e0ee4456ab29d75984b87a63e5	45b36ddc45d4af7e812f25bd896aff2268cd7bfc64269d8e7e60f7399c3d5c1e	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	A1	cpu	recreate	4	0	ee7b1abd12f69d3097aff73461be7c3923a55148d489798944b99966d7fae072	d9cc8f13efa8219094a0928daac47a5f294a62e0ee4456ab29d75984b87a63e5	c2f2835e5913eca90c9fbaa9f682f087ee2de5b687eab6885dfd506f50cbe845	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	A1	cpu	recreate	5	0	ee7b1abd12f69d3097aff73461be7c3923a55148d489798944b99966d7fae072	d9cc8f13efa8219094a0928daac47a5f294a62e0ee4456ab29d75984b87a63e5	57fc3a576dfaa0704df11e38db29a1fa403e7d498feead7f25f9548cb9bb9c5b	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	A1	cpu	recreate	6	0	ee7b1abd12f69d3097aff73461be7c3923a55148d489798944b99966d7fae072	d9cc8f13efa8219094a0928daac47a5f294a62e0ee4456ab29d75984b87a63e5	c854222ec3ae8af2c8f1a6f75014fc903d79f37e922c5e14927c3ff5e1ef3260	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	A1	cpu	recreate	7	0	ee7b1abd12f69d3097aff73461be7c3923a55148d489798944b99966d7fae072	d9cc8f13efa8219094a0928daac47a5f294a62e0ee4456ab29d75984b87a63e5	8517ec1a1fca989877d7a3210c73fd29347c046883d5a5029103c2a0b8feb654	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	A1	cpu	recreate	8	0	ee7b1abd12f69d3097aff73461be7c3923a55148d489798944b99966d7fae072	d9cc8f13efa8219094a0928daac47a5f294a62e0ee4456ab29d75984b87a63e5	aa0aa995b1f1ffea4018147e63c7f65c6e5f22d0ce9daf941a23a41e5cc0a90e	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	A1	cpu	recreate	9	0	ee7b1abd12f69d3097aff73461be7c3923a55148d489798944b99966d7fae072	d9cc8f13efa8219094a0928daac47a5f294a62e0ee4456ab29d75984b87a63e5	d1a08eea484a787b4838be5e63317a37a7362f187662034aa4dbe594c9103454	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	A1	cpu	recreate	10	0	ee7b1abd12f69d3097aff73461be7c3923a55148d489798944b99966d7fae072	d9cc8f13efa8219094a0928daac47a5f294a62e0ee4456ab29d75984b87a63e5	2894b71c65bd0a77ddddf812dda588f79542c7e69caa4bf4238945c1bf6753da	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	A1	spacemit	one-session	0	0	1a4aae33851cb8df68712d5a8bb890f9ed991c6ff3f65f5fba71c33bd843b290	9832088f0a9c7e785df9b97761260e17e8f613878a9c9277039fdfa1a0b0e98a	1855c5e0967ec7344c0bc682065293e0f5aa988590d831e7edb38860573a0ffe	100	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	A1	spacemit	recreate	1	0	1a4aae33851cb8df68712d5a8bb890f9ed991c6ff3f65f5fba71c33bd843b290	9832088f0a9c7e785df9b97761260e17e8f613878a9c9277039fdfa1a0b0e98a	5bdad0b8777326cd90cf47d1dc34643dab438b1bd6a73f1dce9e378a3860452a	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	A1	spacemit	recreate	2	0	1a4aae33851cb8df68712d5a8bb890f9ed991c6ff3f65f5fba71c33bd843b290	9832088f0a9c7e785df9b97761260e17e8f613878a9c9277039fdfa1a0b0e98a	c7a7c80b12e399bcce8774262ed2ae01b2a032ff30036e04f504351614787716	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	A1	spacemit	recreate	3	0	1a4aae33851cb8df68712d5a8bb890f9ed991c6ff3f65f5fba71c33bd843b290	9832088f0a9c7e785df9b97761260e17e8f613878a9c9277039fdfa1a0b0e98a	1e37b64b24fb5825afe8fa88dc1b4571af3ad17a0d0fd5ada3b6f42d6b33b565	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	A1	spacemit	recreate	4	0	1a4aae33851cb8df68712d5a8bb890f9ed991c6ff3f65f5fba71c33bd843b290	9832088f0a9c7e785df9b97761260e17e8f613878a9c9277039fdfa1a0b0e98a	b82e4a59ec9ce907baa85ee5c92c6ae4d7bf5da9c3d17f1693f9deef2ea6b887	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	A1	spacemit	recreate	5	0	1a4aae33851cb8df68712d5a8bb890f9ed991c6ff3f65f5fba71c33bd843b290	9832088f0a9c7e785df9b97761260e17e8f613878a9c9277039fdfa1a0b0e98a	135ecca1b38e86033d7af173fad33f825ed5a5c1e223320cbaebb37f245508c0	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	A1	spacemit	recreate	6	0	1a4aae33851cb8df68712d5a8bb890f9ed991c6ff3f65f5fba71c33bd843b290	9832088f0a9c7e785df9b97761260e17e8f613878a9c9277039fdfa1a0b0e98a	d9cf65ffad5d1c2a1f66fcb9b007b27e1950aeb741a35e2b14df7eaedcaaf99b	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	A1	spacemit	recreate	7	0	1a4aae33851cb8df68712d5a8bb890f9ed991c6ff3f65f5fba71c33bd843b290	9832088f0a9c7e785df9b97761260e17e8f613878a9c9277039fdfa1a0b0e98a	159d7edfe5ac2635cdeb5ccc6183b6fe546a21de8cc3b8d0365a3f51593370e3	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	A1	spacemit	recreate	8	0	1a4aae33851cb8df68712d5a8bb890f9ed991c6ff3f65f5fba71c33bd843b290	9832088f0a9c7e785df9b97761260e17e8f613878a9c9277039fdfa1a0b0e98a	0029a1c78ed2a3dee45d78fea2793976012ee3b134a9fc8dbac95ee2b1bdcf20	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	A1	spacemit	recreate	9	0	1a4aae33851cb8df68712d5a8bb890f9ed991c6ff3f65f5fba71c33bd843b290	9832088f0a9c7e785df9b97761260e17e8f613878a9c9277039fdfa1a0b0e98a	e44dd0503fd6f765e5c4b5ae9a3206d07e08652dc192bba54c3e48f33333a536	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	large-loss	209356	A1	spacemit	recreate	10	0	1a4aae33851cb8df68712d5a8bb890f9ed991c6ff3f65f5fba71c33bd843b290	9832088f0a9c7e785df9b97761260e17e8f613878a9c9277039fdfa1a0b0e98a	8bf8f9ee3fc0de5884927f941af1d1cc02e27b057fc2d258cf0341c9ac0157c0	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	B2	cpu	one-session	0	0	81a4997fbdeb0d71bc6c6804131c85cec246effdb18c37382f71c8402157e792	8ac7c530b06a7538d57e4d85cee3b5ccc9260162a54b7d455a6aecc304a249b5	91388a3981a91ea502eab1040932e31e9885c0572bc1f8b308b9b67df85cfaa0	100	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	B2	cpu	recreate	1	0	81a4997fbdeb0d71bc6c6804131c85cec246effdb18c37382f71c8402157e792	8ac7c530b06a7538d57e4d85cee3b5ccc9260162a54b7d455a6aecc304a249b5	fdac493c9e9d591d1ea3eeff1425bf98ec8d0a3ad69e07fc971a68a6d1556114	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	B2	cpu	recreate	2	0	81a4997fbdeb0d71bc6c6804131c85cec246effdb18c37382f71c8402157e792	8ac7c530b06a7538d57e4d85cee3b5ccc9260162a54b7d455a6aecc304a249b5	2d64b91cd745dffb953351e14bb2c308bf9f1654bf672b7359728e4543f5ccf5	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	B2	cpu	recreate	3	0	81a4997fbdeb0d71bc6c6804131c85cec246effdb18c37382f71c8402157e792	8ac7c530b06a7538d57e4d85cee3b5ccc9260162a54b7d455a6aecc304a249b5	0d086c0eac29a2e2961b4cfa461461406d6580fe46feef688f54b8564991d359	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	B2	cpu	recreate	4	0	81a4997fbdeb0d71bc6c6804131c85cec246effdb18c37382f71c8402157e792	8ac7c530b06a7538d57e4d85cee3b5ccc9260162a54b7d455a6aecc304a249b5	6a94e48a5156e10cd01a8b132a84b8585e81492feb519efc1b981fd909df076c	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	B2	cpu	recreate	5	0	81a4997fbdeb0d71bc6c6804131c85cec246effdb18c37382f71c8402157e792	8ac7c530b06a7538d57e4d85cee3b5ccc9260162a54b7d455a6aecc304a249b5	494f209299ce053f42bf8afcdd14fba63e0ad5507ded38476a77f9fb6b0adbbe	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	B2	cpu	recreate	6	0	81a4997fbdeb0d71bc6c6804131c85cec246effdb18c37382f71c8402157e792	8ac7c530b06a7538d57e4d85cee3b5ccc9260162a54b7d455a6aecc304a249b5	b3f2daa7d677698c1e1a3c3659d3518ff18974b20e56c73c8da834db495ac192	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	B2	cpu	recreate	7	0	81a4997fbdeb0d71bc6c6804131c85cec246effdb18c37382f71c8402157e792	8ac7c530b06a7538d57e4d85cee3b5ccc9260162a54b7d455a6aecc304a249b5	55fd1f4f7c955b68b3ed6b22f4164e830227505c31fee9500c5e9873aa733490	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	B2	cpu	recreate	8	0	81a4997fbdeb0d71bc6c6804131c85cec246effdb18c37382f71c8402157e792	8ac7c530b06a7538d57e4d85cee3b5ccc9260162a54b7d455a6aecc304a249b5	751d159d01daf75a0ed44797616877d9fbaa157293097bf6466781b39d69750c	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	B2	cpu	recreate	9	0	81a4997fbdeb0d71bc6c6804131c85cec246effdb18c37382f71c8402157e792	8ac7c530b06a7538d57e4d85cee3b5ccc9260162a54b7d455a6aecc304a249b5	845f2a47fe8c51f529502d0ba45bded7eb3ee9ba8c0f25425d5dd0e3757c32a8	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	B2	cpu	recreate	10	0	81a4997fbdeb0d71bc6c6804131c85cec246effdb18c37382f71c8402157e792	8ac7c530b06a7538d57e4d85cee3b5ccc9260162a54b7d455a6aecc304a249b5	1685cd79c1b1b443da9ae33ed271e2d085bff79b600eb857c809dc5aaf54015c	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	B2	spacemit	one-session	0	0	83a98642fae4b9882ae5a37e89c2f3bbc4984e6b04705bfb4f775c785818462f	4ef981d94b296c9871bd51b114c1b1d12c3cd434b72eeb8af174457ab2b2cdea	2821bf6cc27c5a96f804c687d22b3d6e5ca6cf3d3a6251283d9dfa8a6203e2d5	100	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	B2	spacemit	recreate	1	0	83a98642fae4b9882ae5a37e89c2f3bbc4984e6b04705bfb4f775c785818462f	4ef981d94b296c9871bd51b114c1b1d12c3cd434b72eeb8af174457ab2b2cdea	5d02b0d73b2ddfb2641dd17752544fafa0def3d982213ebd04060572147bff9a	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	B2	spacemit	recreate	2	0	83a98642fae4b9882ae5a37e89c2f3bbc4984e6b04705bfb4f775c785818462f	4ef981d94b296c9871bd51b114c1b1d12c3cd434b72eeb8af174457ab2b2cdea	1a23c4b93ebf7f713ea491affcab38631da709f55a4e1dec2405d1e7e2486b80	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	B2	spacemit	recreate	3	0	83a98642fae4b9882ae5a37e89c2f3bbc4984e6b04705bfb4f775c785818462f	4ef981d94b296c9871bd51b114c1b1d12c3cd434b72eeb8af174457ab2b2cdea	9cd5fbd8c12749383e3c7467c9c2cb13cdd058aea66c3c6386a821caac56d7f5	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	B2	spacemit	recreate	4	0	83a98642fae4b9882ae5a37e89c2f3bbc4984e6b04705bfb4f775c785818462f	4ef981d94b296c9871bd51b114c1b1d12c3cd434b72eeb8af174457ab2b2cdea	21d2b22302d67103dc76ae05fc74222131a095a89b52d3daff41791536ec437b	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	B2	spacemit	recreate	5	0	83a98642fae4b9882ae5a37e89c2f3bbc4984e6b04705bfb4f775c785818462f	4ef981d94b296c9871bd51b114c1b1d12c3cd434b72eeb8af174457ab2b2cdea	caaddef92b2e88ca3c4fcd1fea4c6e820cb473cbee1d81b5aed09dce0642e1d5	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	B2	spacemit	recreate	6	0	83a98642fae4b9882ae5a37e89c2f3bbc4984e6b04705bfb4f775c785818462f	4ef981d94b296c9871bd51b114c1b1d12c3cd434b72eeb8af174457ab2b2cdea	5a6bea21637e65ad4c0e3a8374cf4d72ec577f076e639ef2f090836ce9fc1b80	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	B2	spacemit	recreate	7	0	83a98642fae4b9882ae5a37e89c2f3bbc4984e6b04705bfb4f775c785818462f	4ef981d94b296c9871bd51b114c1b1d12c3cd434b72eeb8af174457ab2b2cdea	d6accc6e493cb65f997fdf09a04c0d56d73cf92b89946ce0ad615effcdc02af2	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	B2	spacemit	recreate	8	0	83a98642fae4b9882ae5a37e89c2f3bbc4984e6b04705bfb4f775c785818462f	4ef981d94b296c9871bd51b114c1b1d12c3cd434b72eeb8af174457ab2b2cdea	20fd0153930206566b97317cb1a1b4b609330c135485ad10dc855dfea4dfaa6f	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	B2	spacemit	recreate	9	0	83a98642fae4b9882ae5a37e89c2f3bbc4984e6b04705bfb4f775c785818462f	4ef981d94b296c9871bd51b114c1b1d12c3cd434b72eeb8af174457ab2b2cdea	f47908dd14bcff2675bb4f324be807d832b6a846fce20cb88de12cb89dfb8eab	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
frozen-session-matrix	matched-control	95161	B2	spacemit	recreate	10	0	83a98642fae4b9882ae5a37e89c2f3bbc4984e6b04705bfb4f775c785818462f	4ef981d94b296c9871bd51b114c1b1d12c3cd434b72eeb8af174457ab2b2cdea	3dba32719056692fbe8242fe4b1b26ab12659825354fc11f8eed890e1a03bf51	1	not-exposed-by-frozen-runner	not-available	not-available	0-3	1600000	1600000			none	pass
