image_id	file_name	width	height	coco_url	flickr_url	license_id	annotation_count	category_ids	small_original	medium_original	large_original	small_letterboxed	medium_letterboxed	large_letterboxed	aspect_bin	object_count_bin	rank_sha256	license_name	license_url	file_sha256	pixel_sha256	C50	C200	C500	C1000	H500	BALANCED
8025	000000008025.jpg	640	309	http://images.cocodataset.org/train2017/000000008025.jpg	http://farm1.staticflickr.com/33/67728109_0d11a646ef_z.jpg	1	31	1,2,3,27	26	5	0	19	12	0	landscape	11+	02f5d7e5512d0b3999010c6f60413abc78a198ebe8ceaaf0b68500ee653daf2e	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	f0e12c268856f879453a1c7aaa6332f3944b9166c1bbeea10cc5587ff6cdfe40	b5daa75c57015f97f25b2e4ec7074127ef461f47ffe342af781e7e02507449ec	0	0	0	0	1	0
8848	000000008848.jpg	640	480	http://images.cocodataset.org/train2017/000000008848.jpg	http://farm6.staticflickr.com/5215/5448402611_eb4aea51a9_z.jpg	4	4	47,65,75	3	0	1	3	0	1	squareish	2-4	02163b5fe0fdf1d5e46fa1722e78159b1a942fa7480e9d98c8a29539724e170c	Attribution License	http://creativecommons.org/licenses/by/2.0/	07fb9df9900db123966cc7b8d02ac0e75fbcfb2cbbbd9dea59aa2cd051f8cd89	42174b12040e17dca1b855c6f101cd31ff0ff4da15459b9c958ce2cc57727e10	0	0	0	1	0	0
9039	000000009039.jpg	640	358	http://images.cocodataset.org/train2017/000000009039.jpg	http://farm9.staticflickr.com/8354/8345453688_780b10d8c3_z.jpg	5	9	5	4	3	2	2	4	3	landscape	5-10	010e2cbc887948fa574c52bd9c70a4d17eeddaea5ca07d777dcf807d5ce43ab1	Attribution-ShareAlike License	http://creativecommons.org/licenses/by-sa/2.0/	0b1224c0c39f2e33b2bba1f33743180db2c116ebaa00ff4e59d04a9ae639bedb	20c6ab6c3f85fa8b8f753aa5b07d0e227d9e4d44237f94a93029ae90c0b556a1	0	0	1	1	0	1
9069	000000009069.jpg	500	335	http://images.cocodataset.org/train2017/000000009069.jpg	http://farm3.staticflickr.com/2385/1992598882_acf45d38c5_z.jpg	3	4	73,74,75,76	0	2	2	0	1	3	landscape	2-4	0314ab0b460e294961f033f243af25f4e7d9164c1e6884406ea4e94dc68cf935	Attribution-NonCommercial-NoDerivs License	http://creativecommons.org/licenses/by-nc-nd/2.0/	d5c2aad6539885196b5fe6781aaa9be6590de7683cf923b80440320d8a53418a	788f9575a8e5e5f423fc8c12a889ba078a09fde75121eb5f6786deda9fe1ebd9	0	0	0	0	1	0
9941	000000009941.jpg	640	455	http://images.cocodataset.org/train2017/000000009941.jpg	http://farm3.staticflickr.com/2321/4510729803_9272ef7e5b_z.jpg	1	7	1,3,27,41	3	2	2	3	2	2	landscape	5-10	0307936a7ff1aad06cb6ef32c7b563b545cfa6aa76c5a601926704dd45475909	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	25e6b83b975b4dfc1fcd71d69049de4be4e4198bd3b2f80a2f1b4ec3c0282812	06fbcc581d4c997a79572ad563cc4109c93d60dfd30eb4391d10b5969526a13f	0	0	0	0	1	0
10145	000000010145.jpg	640	427	http://images.cocodataset.org/train2017/000000010145.jpg	http://farm5.staticflickr.com/4118/4740387609_ce9bb3f14a_z.jpg	2	7	62,63,64,72,75,76	2	3	2	2	2	3	landscape	5-10	0298a72a9d81d5d84fae9248dc0e967160513e6aee581b8ddfcd8c81a3e88dea	Attribution-NonCommercial License	http://creativecommons.org/licenses/by-nc/2.0/	fee8892ce1ad5d9ec7b50f9c9ced6b79d53df9236e5e8cd3b233b3786c4eaf13	23dac58b778cee3091fdaebd8c307abf94d7e0c3ee12c943f2ae75702a6e0fc4	0	0	0	0	1	0
10407	000000010407.jpg	640	480	http://images.cocodataset.org/train2017/000000010407.jpg	http://farm3.staticflickr.com/2037/2071235362_a8f850624b_z.jpg	1	4	56,57	0	1	3	0	0	4	squareish	2-4	01c8194cb45ea3ee067be69e095895e37458c15068d0fe1dfe15bd6771a5273f	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	16eea1f5879b97f1e09751a317397d91b5760121962815d114dce4bd42f4d5f1	1248a3a625e2550ab9a356e87439e738ae1b0c6ac87571c61e14ff2aa77a79e2	0	0	0	1	0	0
10449	000000010449.jpg	640	480	http://images.cocodataset.org/train2017/000000010449.jpg	http://farm4.staticflickr.com/3732/9431336544_e6345159b7_z.jpg	3	3	22	0	3	0	0	3	0	squareish	2-4	004d952a58cb31194fdcda38241dad9a6db0e4dcff43353f02d5fe656d006213	Attribution-NonCommercial-NoDerivs License	http://creativecommons.org/licenses/by-nc-nd/2.0/	a782f2e081dc584e9188d5223c7957da0d78c9492ff1e8a53bd28ca6b632d031	c317fd6278b0fcc3229b20b9c8b58b2222df620ca2eb01db3e4dad43e8679278	0	1	1	1	0	1
10870	000000010870.jpg	640	428	http://images.cocodataset.org/train2017/000000010870.jpg	http://farm4.staticflickr.com/3591/3441466577_010868610d_z.jpg	1	23	1,44,47,62,67,73,74,76,86	8	10	5	4	11	8	landscape	11+	0272359a2bb6ff3baa7949c7f85f32aa885b81fda7982367b47b20032c8204c9	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	a325cce0e30dd95de74f0cc921ea0c7f4e87024d4e0e80c4a1f61359381e69fc	99e6350fd8b50466f76746d39d17ae29987c2265cbbef479d5e9ccc78095c436	0	0	0	0	1	0
10909	000000010909.jpg	480	640	http://images.cocodataset.org/train2017/000000010909.jpg	http://farm1.staticflickr.com/105/313397098_f7c15a66f0_z.jpg	1	9	47,48,49,50,78,79,81	6	1	2	5	2	2	squareish	5-10	032537ecf8a4b220bb578d793a8dfd81a82c284ad4609d4e7d7bee310a14eaac	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	f8f41bb11b63bb6ba453a1ff3e5a66d99caf397de41b334233a14504876753a4	3209778a47283341c91a04710d2ef601d46d8e1d96fff67cd4815a081a9a94ef	0	0	0	0	1	0
11223	000000011223.jpg	500	371	http://images.cocodataset.org/train2017/000000011223.jpg	http://farm1.staticflickr.com/138/329037602_4dedb255b2_z.jpg	3	3	1,72	2	0	1	1	1	1	landscape	2-4	0014d9378aead0e415e2bd671c5ea18d3e2a928105d6a3a41f78196305e6f7ee	Attribution-NonCommercial-NoDerivs License	http://creativecommons.org/licenses/by-nc-nd/2.0/	f49c48049e1796d090eec96cf37a6b4e14c235dcd755271b6db25fc9e3e7c316	48ae50add86fed04b42c9806d50c8a0cfffa195a39ed091c3a02c7a3bd210d6b	1	1	1	1	0	1
11475	000000011475.jpg	480	320	http://images.cocodataset.org/train2017/000000011475.jpg	http://farm1.staticflickr.com/5/6201035_50a0d1bd0f_z.jpg	1	3	17,70,81	0	0	3	0	0	3	landscape	2-4	0207a244869177e87a47ace0c8a1bafa9d4545c108f4dbce2dffcb8198d79eae	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	e00f41a27cf0ecf74e6fa8449ec733768942371ffc0d6393ffa69332cc2f3e4f	905a7a3c20731909366ba122f05e518491c9f0d00538766c388faea5ec1fa7f3	0	0	0	1	0	0
11701	000000011701.jpg	612	612	http://images.cocodataset.org/train2017/000000011701.jpg	http://farm9.staticflickr.com/8471/8076593859_fc220df54c_z.jpg	1	7	1,51	2	3	2	1	4	2	squareish	5-10	014c6e214f0873f327854b8a0c1613a1dd33446a7cad5ab787f735672a371430	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	605d039d679e3e966b4a339fdfb5d63af467ecfe1294aeb1287d98a082c743bc	679f196f9d6522006cf9a0380f8ff4237148a4cbb71a3a254f68c0b53c8549bb	0	0	0	1	0	0
12057	000000012057.jpg	333	500	http://images.cocodataset.org/train2017/000000012057.jpg	http://farm4.staticflickr.com/3119/2854027561_871bc70faa_z.jpg	4	1	25	0	0	1	0	0	1	portrait	0-1	02102d3ae3b8a95b14f4bb73cc134d4e8666ed82e3718642600f3c807ea06526	Attribution License	http://creativecommons.org/licenses/by/2.0/	6ca510bcc2ed793bc17577a29ccbcee5732e29cfd062f6a15fcf17248e831940	d264f8a0e8aff200e9994ca2fc66652c4b248e5e1126535147a8268ce33d7fcb	0	0	0	1	0	0
12109	000000012109.jpg	640	480	http://images.cocodataset.org/train2017/000000012109.jpg	http://farm3.staticflickr.com/2058/2341651100_8d1a970c68_z.jpg	2	10	1,3,4,14,15	7	1	2	7	1	2	squareish	5-10	0218e195261fb4337e72e83771eda12c15fa6f337e0bc332e0ba5daa924fa48a	Attribution-NonCommercial License	http://creativecommons.org/licenses/by-nc/2.0/	435c57a7456562d7ba24c6518ef0b6104f99b9e46d9766734c99be04382d017d	496918bc46398b455a6af9ff866ca9b55a49557f49d488822ec74e9d3312f1ae	0	0	0	1	0	0
12416	000000012416.jpg	640	480	http://images.cocodataset.org/train2017/000000012416.jpg	http://farm4.staticflickr.com/3237/3036004366_2ff3f3c715_z.jpg	2	1	10	0	1	0	0	1	0	squareish	0-1	01eb9c9f947b19c1f39adb1e51cb8b21813066cc2642e68cb709ff283e12b950	Attribution-NonCommercial License	http://creativecommons.org/licenses/by-nc/2.0/	0df5a5da92eea48276a1b090ce98dbc5f1bf54d2bfff884c8c8481c58d1d7af3	98bc0322fa2604756bc4890285bef681f75d8961f0dd27556024ee146e5001fe	0	0	0	1	0	0
12766	000000012766.jpg	480	640	http://images.cocodataset.org/train2017/000000012766.jpg	http://farm9.staticflickr.com/8024/7502044888_67067e5678_z.jpg	1	5	44,47,50,51,54	0	1	4	0	1	4	squareish	5-10	00c6acf9178020a472411eb7cb39805525f08a3e4e74eb5632c4b07e30cb0afe	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	71e0a3f4a3866dad47cf2fbfed48fcef049af6ca3ab2fc94856e303632b7ec18	ca1379a300b84aed68191ec668dbc51a78c6216807a3dbc2d7b035cac4a0d02d	0	0	1	1	0	1
12959	000000012959.jpg	480	640	http://images.cocodataset.org/train2017/000000012959.jpg	http://farm8.staticflickr.com/7409/9193206893_fb888890fe_z.jpg	4	2	16,85	0	2	0	0	2	0	squareish	2-4	02cbed3d0dbc74d820f4d594f036d6e1ccb23c442216fc17156b173784174f97	Attribution License	http://creativecommons.org/licenses/by/2.0/	2a3868f1b86bcb9cf00fa6eeb1c59e3f01e35158ad74341c95ab3d29fd3fde6a	8a1a0df43766e8d8b90813af4b45899fbd955a740b5f887c4f291caf12de9caa	0	0	0	0	1	0
13273	000000013273.jpg	640	427	http://images.cocodataset.org/train2017/000000013273.jpg	http://farm4.staticflickr.com/3548/3362004234_082c3e0125_z.jpg	3	7	72,73,74,76,85	0	3	4	0	3	4	landscape	5-10	00b070cbae2a6bbf1cfd88c67dd83326f6f007b2ce860c320a1e7f8d2dffb3cd	Attribution-NonCommercial-NoDerivs License	http://creativecommons.org/licenses/by-nc-nd/2.0/	0c02f46767ddb71a1bd4034105958b4a47c220bfb286e0e0862b2145ab413946	a0dd187014a47c86fcb8630ea185c780c6021d12b4b574a7f139a9c77ec5976d	0	0	1	1	0	1
13285	000000013285.jpg	640	424	http://images.cocodataset.org/train2017/000000013285.jpg	http://farm5.staticflickr.com/4141/4815361291_9e107f4445_z.jpg	1	20	1,15,28,41	13	7	0	10	10	0	landscape	11+	01f47515c90f1c48a131aaf4b8ee221156a93150bb22d190bd51a9aae80a65b6	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	5c7663583bd286bc6718dd8495c31f7440b68f73f3392145e57f81c94afa4229	a5eae9be2369f419422ec4a6d88ca1b0b307fdaa5b8d9185675266b66b866ef6	0	0	0	1	0	0
13770	000000013770.jpg	640	565	http://images.cocodataset.org/train2017/000000013770.jpg	http://farm1.staticflickr.com/173/440671809_c19e95e68c_z.jpg	1	12	17,84	0	9	3	0	3	9	squareish	11+	031f370033e880e28b1939fbf496879e470ed44d4430a0e052be9f73d59efd16	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	d3cdaf8f93ff5769b49b4dfe93dcd8e54d1a71c9f83a1a4e9a5a86d87af9dfb8	78985a6833fc82395f43a3d59737f17ae202da99493d9b0522fb69ae22727963	0	0	0	0	1	0
14113	000000014113.jpg	640	426	http://images.cocodataset.org/train2017/000000014113.jpg	http://farm7.staticflickr.com/6130/5927733786_ae18b8fbf5_z.jpg	3	2	1,42	1	1	0	0	1	1	landscape	2-4	007c307412df2cf7d768a11b12d861055e9444ed64f9cdf74482c581f897b6a2	Attribution-NonCommercial-NoDerivs License	http://creativecommons.org/licenses/by-nc-nd/2.0/	5952aea98226ff06c69d71d2f8e49f3263937eca6aba9ca1dbea9604e0e88f29	53beb7edea4eb7bd36fa4994f1add7549e1a0cff54891259d906307f234ed963	0	0	1	1	0	1
14283	000000014283.jpg	640	480	http://images.cocodataset.org/train2017/000000014283.jpg	http://farm6.staticflickr.com/5324/7182749927_8f9149524d_z.jpg	3	3	1,39	1	0	2	0	1	2	squareish	2-4	024df55f8374b288e70c64638383b7b649fda33e55a9ca09a4eed9bc7a5b6af6	Attribution-NonCommercial-NoDerivs License	http://creativecommons.org/licenses/by-nc-nd/2.0/	15cc21330f1bcc669203758a5db8fe98c7122ed4a25754c6fe0f5c31f35a0647	35bc59e4aa4071c06da2eb4a2faae6d0a96c9eb3c119eda24d61f9e5fd8ed250	0	0	0	0	1	0
14592	000000014592.jpg	427	640	http://images.cocodataset.org/train2017/000000014592.jpg	http://farm2.staticflickr.com/1103/1275058069_3134b61225_z.jpg	3	2	44,52	0	1	1	0	0	2	portrait	2-4	0291170c0935a119ddd9a50c81af32ca5f3943fdbc6aa58fdaf73b25b1205130	Attribution-NonCommercial-NoDerivs License	http://creativecommons.org/licenses/by-nc-nd/2.0/	e6d3988ddf6b41c26407165ac49e7a346bb6fc9855d767a102bd1e98c01f2fef	a1f946ee6ba10fc6b8e47ca239c8d0d7c3578144005aa660fa6f7392cbc2ff81	0	0	0	0	1	0
14773	000000014773.jpg	640	427	http://images.cocodataset.org/train2017/000000014773.jpg	http://farm5.staticflickr.com/4018/4489153612_6b0c8b036e_z.jpg	1	8	1,44,47,48,50,58,67	1	5	2	0	4	4	landscape	5-10	02c03d04773729a1278ddc959c3b214f9f56468b5b73a05fad8c218bf811d301	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	8466029704fef28642df9ea4275c1b874f7a6dd9f98eab48c5af638cb720f2fb	41c780cc71fb15b873d9f688aa39fae0fe84a68edf19976b39feb0ed66bbaaef	0	0	0	0	1	0
14824	000000014824.jpg	512	640	http://images.cocodataset.org/train2017/000000014824.jpg	http://farm8.staticflickr.com/7164/6833562587_d8e4c91594_z.jpg	3	7	1,13	0	2	5	0	1	6	squareish	5-10	02b61d448a6dea52f4dd737db5fb8d8518c445f0ef5dae18fb92a84f1da3cd0c	Attribution-NonCommercial-NoDerivs License	http://creativecommons.org/licenses/by-nc-nd/2.0/	05bd56f6211cc90a3de9362166d6c55b6b1bfcb6669a691fe396a8b12f522ae3	29a0e1445e673ede01876c3eb0c30bc330da5d3e676ad6d81bd93d082923aadb	0	0	0	0	1	0
16063	000000016063.jpg	640	480	http://images.cocodataset.org/train2017/000000016063.jpg	http://farm8.staticflickr.com/7017/6453927371_2cb8de5315_z.jpg	1	18	1,4	12	6	0	7	10	1	squareish	11+	0111bd78de8a2c86ee17b37b47e845b43fd0c0d42ec1f3ec0d6466501e53da52	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	1691c95baef0363941e01dd4c94555ff3a8c3311de6d229b7367790fd78c19d9	8b6678fb71abb44ea282765e42c24ae099a41cdd21b21fd9b844c6158e431f2a	0	0	1	1	0	0
16360	000000016360.jpg	640	480	http://images.cocodataset.org/train2017/000000016360.jpg	http://farm3.staticflickr.com/2837/9554790079_081578d681_z.jpg	1	2	1,59	0	0	2	0	0	2	squareish	2-4	0073fb2921178cf391f6b80034e38949596bee11ae08a769bff4c808ef9d6023	Attribution-NonCommercial-ShareAlike License	http://creativecommons.org/licenses/by-nc-sa/2.0/	042eb07427bb402ea1fb61cb7896296130e0ec447d9187fc475963bf9cbdc5ac	a00c8fd3a892c4194e06b5398020a35fe7c3a1f9040a3d46ccf3f9549dee7cbd	0	0	1	1	0	1
16706	000000016706.jpg	640	385	http://images.cocodataset.org/train2017/000000016706.jpg	http://farm6.staticflickr.com/5230/5664253440_fb713a4e62_z.jpg	3	5	1,24,25	2	2	1	2	1	2	landscape	5-10	0184e18f698deb23b8778161d33ea9d70d2f4662c61175de564ecb6f74dd1bbc	Attribution-NonCommercial-NoDerivs License	http://creativecommons.org/licenses/by-nc-nd/2.0/	200cc0daea781f1589245c1e5eeddf074ce689676f2d00995364d7ddcff89ad0	533dfe5a64cfa9081e0c0af0e3e02df95851885367e7310652343987b1d99e3b	0	0	0	1	0	0
