path	mode	shape	dtype	minimum	maximum	sha256	mismatch_count	max_abs_difference
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000003926.jpg	vendor-literal	3x640x640	float32	0	1	51380991f184a41b412f362a9ff97f71308c326032d37c13641214b77f8978bf	1205233	0.996078432
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000004092.jpg	project-exact	3x640x640	float32	0	1	dabcec03d2b559db7d0be235799a932845a45c7d25f54e6bc13b972495c86527	1157024	0.949019611
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000004092.jpg	vendor-literal	3x640x640	float32	0	1	b481d9541d0d49bd18aefa900de1c03e147d4669f6a0b101a7286097154bc4f0	1157024	0.949019611
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000004731.jpg	project-exact	3x640x640	float32	0	1	ecad1a6d45ec4d73641a7869d59b2a285261cd22eccacd975f732e109b97b8f0	1180726	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000004731.jpg	vendor-literal	3x640x640	float32	0	1	361f3b736b726659cfc15d902b8dc68ffe00ddc16664e09788a13e2f081c473c	1180726	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000005205.jpg	project-exact	3x640x640	float32	0.00784313772	1	40b087ec6dd2954dab09c754bf2d6afc65d5cfa1149e94ed1e154ee260f1a9a2	138783	0.498039246
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000005205.jpg	vendor-literal	3x640x640	float32	0.00392156886	1	a5cc61b097bff74a6ea649267ec943115ef5d94564b18327844f0429035129b3	138783	0.498039246
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000005670.jpg	project-exact	3x640x640	float32	0	1	a3c023582a3e61d801926f241627d3c0cb304be1188ba01cc8d596a3c36268dc	1189613	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000005670.jpg	vendor-literal	3x640x640	float32	0	1	568c107b75bf14f9a16721242854bf008c85607f50fe4f8f5150df6b09830e2c	1189613	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000005879.jpg	project-exact	3x640x640	float32	0	1	013dd508ea21fe98b99f843fdba4540a094c93d0b42368477381cb6f88338ec3	1187580	0.984313726
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000005879.jpg	vendor-literal	3x640x640	float32	0	1	4c16619b78af416c067a085e6fc464adfd1a8a2c9c04f1504f56ffe8cd287d64	1187580	0.984313726
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000006074.jpg	project-exact	3x640x640	float32	0	1	9e7ff205ebabfee3c786bfa73ae270639a4bbdf17788c3a01b960bc2700b0392	1208883	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000006074.jpg	vendor-literal	3x640x640	float32	0	1	0bcddfe57f508596712f5e2c5cfec631f3324da3b4e7387b25b73ddc11c91706	1208883	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000006522.jpg	project-exact	3x640x640	float32	0	1	960ae35d6b574105426912c49c38bf29cdbfce2d7b3a42b9bb65aca1a9b01a1c	1179264	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000006522.jpg	vendor-literal	3x640x640	float32	0	1	0ded54e38f052571660cf52ffebed86a5f7b465e71ff6e3ca396d221a44fa89f	1179264	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000007116.jpg	project-exact	3x640x640	float32	0	0.968627453	4f0e1595923f35eee24c319bc39cf1337d7dad447b939a1eeda7ec2f772f8d3b	1187788	0.749019623
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000007116.jpg	vendor-literal	3x640x640	float32	0	0.941176474	b37ed120f78b74258287f952b8dbcee5411f86c9885708fe15576a20f2c91fe3	1187788	0.749019623
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000007396.jpg	project-exact	3x640x640	float32	0	1	8de4034a89fd0c18af6b127f43d9e666611cb0a5c957d06e0b8202ddbd6e2c3b	1202829	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000007396.jpg	vendor-literal	3x640x640	float32	0	1	7d8aff73bbb2e7734b3cee6decb28897c5c686a34c71bad18220d65b21518bf9	1202829	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000008025.jpg	project-exact	3x640x640	float32	0	1	ddc1b3d1d8b8b78bf5fb3184dd4d0e8b65e593c72ad1218005e2b991f67062ff	1177547	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000008025.jpg	vendor-literal	3x640x640	float32	0	1	bdf9d23f114bc899df37b191e1d997f2457a2b744d2472652663b07d3fcc519c	1177547	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000008848.jpg	project-exact	3x640x640	float32	0	1	45db037d4a6b476173676f06beb04e2dc0c63805a174f6592870de5e9663c803	1199732	0.996078432
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000008848.jpg	vendor-literal	3x640x640	float32	0	1	12800c4d3f300665af8a2dd69dac255e00f308dcf38174956e801b96c7a6a7af	1199732	0.996078432
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000009039.jpg	project-exact	3x640x640	float32	0	1	73d13e561d264650eefe233ff30bf003b8314b2a86924da38bd515416967567b	1156248	0.992156863
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000009039.jpg	vendor-literal	3x640x640	float32	0	1	c8133629613da929772490432d5a58b3862a681bd650268b4eb752c940a899b9	1156248	0.992156863
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000009069.jpg	project-exact	3x640x640	float32	0.00392156886	1	f4cbbf9a2d0b36330266021bf6481a93cf911f82ee1f58e3b527ce60e25fd75b	1207088	0.654901981
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000009069.jpg	vendor-literal	3x640x640	float32	0	1	9cf4333730315c4c3fc1da27c0969f7c6eece43b50bb79bef0b3e3ab802061bb	1207088	0.654901981
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000009941.jpg	project-exact	3x640x640	float32	0	1	6f04cf4f79536aa0531bb3306d18c9d4439f2f35f12a05a8720136e396af848b	1210409	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000009941.jpg	vendor-literal	3x640x640	float32	0	1	8c9f1f860954a6c75785143236be9322302aa75c55f55c8d53d63ea60b59a048	1210409	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000010145.jpg	project-exact	3x640x640	float32	0	1	3918150e4bf265b1a30ae39b822951ef0b8b17f7776a9118fff00f2861962121	1144211	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000010145.jpg	vendor-literal	3x640x640	float32	0	1	6b1c77a7eb93f55078759e84c490d027a825b26da6cabe375cd5a5a4f45d5589	1144211	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000010407.jpg	project-exact	3x640x640	float32	0	1	58da92b03ffaf068bea873688a25b7d33607a0580ed9664e9af519296d8c9e22	1196779	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000010407.jpg	vendor-literal	3x640x640	float32	0	1	a29bac500e29fa4e062fa3485d9f7f693ce1eaf4845c073501d3e73cb5d877cd	1196779	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000010449.jpg	project-exact	3x640x640	float32	0	1	045ceba454f8d3b611d41daccf6f401fe04173163dbc4888b0b619338bbce9bb	1215251	0.917647064
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000010449.jpg	vendor-literal	3x640x640	float32	0	1	105c88e6448efe5e4fb79c499c87a472d1ca5bf04e8695a1a37101de18f60b81	1215251	0.917647064
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000010870.jpg	project-exact	3x640x640	float32	0	1	0f544f48d37ccfb55e7a35aa23a1eb3dcadd7cbca66994a8f3826d788f87cebf	1206560	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000010870.jpg	vendor-literal	3x640x640	float32	0	1	11f19561a414ad7bcd238019db89aefa159df70676e5ef8d86a8cd6e523c4f1c	1206560	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000010909.jpg	project-exact	3x640x640	float32	0	1	c1678bf63d3b531cfd277f5e4dc37244f028d44b5d2a5b89ebf95a761e1032d3	1204497	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000010909.jpg	vendor-literal	3x640x640	float32	0	1	979585a332bcc0fac7e21522d72546585fdd588951ea269f6599d274450f2c77	1204497	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000011223.jpg	project-exact	3x640x640	float32	0	1	04d804766994439fb0d187d05bfa65f9c2f845c7be9f08ae569e17dfd02a6dc5	1186695	0.996078432
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000011223.jpg	vendor-literal	3x640x640	float32	0	1	03fe623a7105ab7652c9fb17f3fb4aadeaf08d245d46d6495b3b5f9a8dafa99e	1186695	0.996078432
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000011475.jpg	project-exact	3x640x640	float32	0.0627451017	1	4863217ef2a87350a74366a1b9ecb8d33becf30381f30e48099ea2de9f2e50e2	1207823	0.815686285
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000011475.jpg	vendor-literal	3x640x640	float32	0.0549019612	1	dd5ea62e14b7dd379c8e2454716774adb6e3b94d347bf981bdd6d82b8cb2dc11	1207823	0.815686285
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000011701.jpg	project-exact	3x640x640	float32	0	1	9a55ef14845741cfd9bf79c39cd374ebd942804470ea2792e3cc18e7b7889c5f	188632	0.34117648
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000011701.jpg	vendor-literal	3x640x640	float32	0	1	e18a84f856f81ba480b324fcf9f3f76a1e8d5bbecbc80c2100d0aa80f20ec119	188632	0.34117648
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000012057.jpg	project-exact	3x640x640	float32	0.0235294122	1	c9741557e626f2cac31cfefcc4ac8ab0c7703d7233e22475f2ac9d24f8a0382b	1213999	0.964705884
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000012057.jpg	vendor-literal	3x640x640	float32	0	1	c56291152ae2f80aa2c14d7cfdfb432de8200e511123fd9b5be89dda4ad0a850	1213999	0.964705884
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000012109.jpg	project-exact	3x640x640	float32	0	1	42a80db6ce56d22413ce92a0c97c8fbca4f3bb3540173863e6d71418037d435a	1192359	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000012109.jpg	vendor-literal	3x640x640	float32	0	1	11df538ca1a280286f3b701a3fcf09c501bb34d5616278c7100ee345c2c4ad68	1192359	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000012416.jpg	project-exact	3x640x640	float32	0	1	10aa8d2469c8ea59428b9c539325ad2e7e88e92db19716db9baab5d47f2ee33e	1199502	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000012416.jpg	vendor-literal	3x640x640	float32	0	1	3663291ff624969b804121df80c7b52ed1eb247728d4300fc8a4f5c241c10f41	1199502	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000012766.jpg	project-exact	3x640x640	float32	0	1	26e3fbf975afa34f07311900bc1ee949ace1ad505c4ea263c69c201c8a37e13a	1193579	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000012766.jpg	vendor-literal	3x640x640	float32	0	1	230d4868b1839b1d4bab75285fea5fb836d168f07b2792d1b58081de04d98392	1193579	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000012959.jpg	project-exact	3x640x640	float32	0	1	11b8929321a7ad5a6d058fd40caed61ee4548421ac3afcb8a3b95496f3c81b14	1167067	0.80392158
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000012959.jpg	vendor-literal	3x640x640	float32	0	1	57f7912ebbacc43fc4071e8738e81e186d91a1c8eb29ba318fb056ffe9673dc4	1167067	0.80392158
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000013273.jpg	project-exact	3x640x640	float32	0	1	2219aabf2d5d5b64babf6959c72c9e9fe73f1f1bf01222d9521858e2408b511c	1164154	0.996078432
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000013273.jpg	vendor-literal	3x640x640	float32	0	1	4ad8e30301db810a9664b2efc836c6f347d89bf4fc7055d8e10e75cd65544d8b	1164154	0.996078432
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000013285.jpg	project-exact	3x640x640	float32	0	1	19ed46cf36d3b38293043c7b6e07779f191515bb5bdaa9fbf1eeb135a42cb6f1	1203389	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000013285.jpg	vendor-literal	3x640x640	float32	0	1	2d1849bfade7c0e4bc709f61c17dc1cdfd5429ca38b01d9e9781bd68e066a4fe	1203389	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000013770.jpg	project-exact	3x640x640	float32	0	1	0e9ce185cb73245da46a8ac27f23d0da4af32e2c354722caf5a963232b57277c	1164824	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000013770.jpg	vendor-literal	3x640x640	float32	0	1	d0cac452b5d140caf24aa2230aee58f24154ca4117f942daf6ae695f8d30f8c5	1164824	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000014113.jpg	project-exact	3x640x640	float32	0	1	ec119173afaa926cb1f38e8f8935cddc27744595a1f120969852a7be01fab352	1174512	0.988235295
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000014113.jpg	vendor-literal	3x640x640	float32	0	1	bb50bbd29870a16f67915e2b06b75881494013a4d456449771386a352aa4a014	1174512	0.988235295
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000014283.jpg	project-exact	3x640x640	float32	0	1	44ff4b154f2ebd3259f6549c0416462df8c22897dd92bd3815b91ae627cafcbe	1192877	0.97647059
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000014283.jpg	vendor-literal	3x640x640	float32	0	1	1f494092f825bdfd224681d57a827cbe6c05bc170930e320428b0b57f82232ed	1192877	0.97647059
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000014592.jpg	project-exact	3x640x640	float32	0	1	1ccfc673ac811577182a1c7c38a3cc243077760de5067d5d3a2d46dbfc0e582b	1204998	0.964705884
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000014592.jpg	vendor-literal	3x640x640	float32	0	1	2d53eebc3dc1430092b8e49d085d960eab91d58b8bce1291cd65d19dcae95258	1204998	0.964705884
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000014773.jpg	project-exact	3x640x640	float32	0	1	320c0f8b539d02214a2e2f54b77bd51e59d20aac554678875ee0588987fbe65b	1212208	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000014773.jpg	vendor-literal	3x640x640	float32	0	1	4f3cc1e8a12e2cf71497eb4481b4e3e840849e64f684a26b63144832089e8d51	1212208	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000014824.jpg	project-exact	3x640x640	float32	0	1	a52931c89e425d1ba135aa4384e2ad3072b241add08f7349f2d910edcdf0f095	1206113	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000014824.jpg	vendor-literal	3x640x640	float32	0	1	97bed806cf3489ac5f183e04b5590ad0d922b971e08d169b4c5972d14f1e5ab5	1206113	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000016063.jpg	project-exact	3x640x640	float32	0	1	82e0a2cf4f77832eae9517e886e6decd1528c7a0bd8644e2a423a11436555a2e	1187277	0.952941179
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000016063.jpg	vendor-literal	3x640x640	float32	0	1	d956be6c6d80b238fb2d5a92c6d463dd63b2505f1c37879344e0dfee9ba668d1	1187277	0.952941179
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000016360.jpg	project-exact	3x640x640	float32	0	1	f5b6762b7e5cd2c41d90caee1a3112a3d4478ad8f7cef91b00044e6050897c15	1204136	0.988235295
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000016360.jpg	vendor-literal	3x640x640	float32	0	1	857bc999c5ebcb685c899fbecd15901c69a878547c94868eb6ea5b4c5d411f19	1204136	0.988235295
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000016706.jpg	project-exact	3x640x640	float32	0	1	888109dcfcb45da63604ff9d2d790e7a0ba61b3d01032b266577b0cb10d88782	1212528	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000016706.jpg	vendor-literal	3x640x640	float32	0	1	55de334fe3eac8083c92012ddb01b3826fff9b62372c55f39f2812f2294d52de	1212528	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000017481.jpg	project-exact	3x640x640	float32	0	1	71938528a137223996b78be29f64126d39cbed6f99a49c6ae3ec560421ab45f2	1190012	0.984313726
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000017481.jpg	vendor-literal	3x640x640	float32	0	1	8aaa01b69df936fc6675eb00c44848feff66dd65e76846eae57565cbf1f17851	1190012	0.984313726
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000017582.jpg	project-exact	3x640x640	float32	0	1	58a094446dd5ae9b856568e2ed4c794861242a0a996da11848a027a1c1159070	1191643	0.956862748
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000017582.jpg	vendor-literal	3x640x640	float32	0	1	0ca5877960a449b23ca2ce3308d46129cf391b1f4ce3ac84b9d6cda735aaea2d	1191643	0.956862748
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000017613.jpg	project-exact	3x640x640	float32	0	1	e7b47b15038ca419111371cb78c8d4235887f838fe007347034692e34728b2fa	1183718	0.992156863
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000017613.jpg	vendor-literal	3x640x640	float32	0	1	11640444d481fd9450334156652bcedb58d2dda336daf2eeb8537389c6fe5f23	1183718	0.992156863
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000018295.jpg	project-exact	3x640x640	float32	0	1	b2ed34887d3d1c4cf0670c818204580ea876cfabc4098892b30244c1f70ea8ca	1217043	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000018295.jpg	vendor-literal	3x640x640	float32	0	1	401efe49009c28904f6d6f678468c61aa57c3a4e9acf0032d5d3b3c8a96117f0	1217043	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000018299.jpg	project-exact	3x640x640	float32	0	1	6929407783f0de7531334d85ae0afe9b6e0be9b468eba7b5bfcb5af17cfed544	1211773	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000018299.jpg	vendor-literal	3x640x640	float32	0	1	0c40719437813b9e6d1695cc3d5184bb5472a3e2d2f3ec194e8cb9982ea1f0f5	1211773	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000018654.jpg	project-exact	3x640x640	float32	0	1	08a41e1c37a3a9936f5ab1b26c737daac0392c6d6d17ad3b7d343882098649b8	1214148	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000018654.jpg	vendor-literal	3x640x640	float32	0	1	c37790e6a58fac8f3960e92ce796bc9be37a1cd8e5a8ef3027879de3de08da73	1214148	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000019667.jpg	project-exact	3x640x640	float32	0	1	77be561eba99c3caf01242f2d05f0fdc8813e8b6f7b2c244cc8cebf9b5dd31a7	0	0
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000019667.jpg	vendor-literal	3x640x640	float32	0	1	77be561eba99c3caf01242f2d05f0fdc8813e8b6f7b2c244cc8cebf9b5dd31a7	0	0
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000019916.jpg	project-exact	3x640x640	float32	0	1	b3ba3264d095ced9623a9991890470052f497336aad6fc1bea1216a33176ffa3	157022	0.592156887
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000019916.jpg	vendor-literal	3x640x640	float32	0	1	e278db20f3afdb555f3954672f690529bb2520d7e2cdc39dea524fc830f078a5	157022	0.592156887
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000020147.jpg	project-exact	3x640x640	float32	0	1	44e2790ccdcf1688305ab84817b44cb5530cdaffeaa0e1a8a5e9db3087dbbf32	1211461	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000020147.jpg	vendor-literal	3x640x640	float32	0	1	d647dfd9193670ca04dd9bb4689b770eea112f5e3b1e5e369a763cb43af29a8e	1211461	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000021143.jpg	project-exact	3x640x640	float32	0	0.996078432	7ff17572a7243934a2052afdecad3217b5f0cec8f38c9ea7c30040f2549c5ca2	1212902	0.984313726
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000021143.jpg	vendor-literal	3x640x640	float32	0	1	4a8ce167cc497ffffd7332c251370569466ccc7fcd49c8144ccbd56ba1865b10	1212902	0.984313726
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000021595.jpg	project-exact	3x640x640	float32	0	1	c67bbf772b2d7ad9c2c085cb03ffbdb0e26c5fc5b6ecfbe3dba756f02dc821e7	1211383	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000021595.jpg	vendor-literal	3x640x640	float32	0	1	6027da13d508ec83ac26ae77b70ecacf38a55f8de14c2c9c941ebed617ae9ac5	1211383	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000022621.jpg	project-exact	3x640x640	float32	0	1	44956670ce49d55f211228f9391b3969f9878dcbc588ee9980eeec75941d32ee	1195457	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000022621.jpg	vendor-literal	3x640x640	float32	0	1	49aa777fee4fdb8c4492985d158a3427f7dea8d6a00da6456cb1368aea324fe6	1195457	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000022811.jpg	project-exact	3x640x640	float32	0	1	103c145e6e676af555c4046e948bf9802dfa5303cbc3cf3da3a42b691ccfc3e0	1206731	0.90196079
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000022811.jpg	vendor-literal	3x640x640	float32	0	1	56d46be6ab887f5692ab8a64fe89351539f87514c69ba4d1e71994842d381042	1206731	0.90196079
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000023066.jpg	project-exact	3x640x640	float32	0	1	564719f87aef282c87e6adcfa213d5d5d377686c9af208e085d1f89624cb4318	1209869	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000023066.jpg	vendor-literal	3x640x640	float32	0	1	1fdc33446eb71cf12586ad100a5d590f2afe09eea8e4462a27a8f140e271993e	1209869	1
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000023320.jpg	project-exact	3x640x640	float32	0	1	419f294bbfca72ad7fb41f76365b1a95e47b0b21f2d7b665b47901499ddc2653	1193501	0.996078432
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000023320.jpg	vendor-literal	3x640x640	float32	0	1	e8b59ddf3cd5c94f0ac619c7ea8271e1fa8adf8c30bd1abf161025807739424d	1193501	0.996078432
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000023623.jpg	project-exact	3x640x640	float32	0	1	cf8b17e28407081158b8b55d53318ae72dd1d3c4ad91e53c9dbc93db888ecd8f	1176372	0.97647059
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000023623.jpg	vendor-literal	3x640x640	float32	0	1	85de3f3ddb94a19ef7b456e6f127230d3964fdb4c9f16e83e44d6eb03f6b140a	1176372	0.97647059
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000023957.jpg	project-exact	3x640x640	float32	0	1	542d1c1b8afdd8e1003c4e4fc45bcd20bf1621ec629c98ef7b6ddd483d4a95b5	1203412	0.937254906
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000023957.jpg	vendor-literal	3x640x640	float32	0	1	24a06af0d6b94a820d16ab220784b3b57a4a3371f428e1b115ed6922bbcd1f97	1203412	0.937254906
/data/datasets/coco2017-independent-stage65b-r1/selected/images/000000024207.jpg	project-exact	3x640x640	float32	0	1	4188cb1ac5242ec433ad8bb1c7a627c2979e436599b87ba54c4ce736515ebc74	1212916	0.984313726
